appln_id,innovations
378326138,"['Novel airfoil-shaped flight surface with scoop and suction device eliminates pusher propeller noise for UAVs.', 'Boundary layer air routing via scoop significantly reduces wake turbulence and enhances acoustic performance.', 'Suction pressure mechanism integrates seamlessly to improve noise management akin to tractor propellers.']"
378389959,"['Reinforcing ribs with multiple planes enabling precise width and longitudinal positioning of side plates relative to back plate.', 'Flange design with surface-contact planes accurately positioning top plate in longitudinal and vertical directions.', ""Top plate's multi-plane surfaces ensuring precise vertical and width alignment of side plates during assembly.""]"
378383794,"['Five-element planetary gear set enabling multistage transmission with optimized clutch and brake placement.', 'Strategic axial separation of second brake from planetary gear set for reduced rotation rate and enhanced compactness.', 'Proximity-based arrangement of components facilitating shorter, thicker members to achieve lighter, more compact transmission design.']"
378518429,"['Automatic point cloud alignment and extraction for precise casting allowance estimation.', 'Intelligent method prevents processing loss from allowance errors, enhancing practical value.', 'Integrates three-dimensional data processing with machinery manufacturing for broad application.']"
378518387,"['Automated recycling system for redundant solid leading agents to minimize waste and reduce costs.', 'Swing flattening part ensures consistent height and tightness of solid leading agent in medicinal cake gun barrels.', 'Uniform vibration mechanism enhances the even distribution of solid leading agent across all directions within medicinal cakes.']"
378518446,"['Unmanned aerial vehicle captures high-resolution images to create precise digital surface models for wind turbine site evaluation.', 'Advanced image analysis determines actual terrain conditions, enhancing accuracy in identifying optimal wind turbine locations.', 'Integration of UAV technology and digital modeling streamlines the site assessment process, improving feasibility and efficiency.']"
378517878,"['Compound planetary gear sets combining multiple planetary gear units to achieve four rotation elements per set.', 'Eight interconnected rotational members optimizing torque distribution in vehicle transmissions.', 'Seven friction members including clutches and brakes enabling precise torque transmission control within the system.']"
378517530,"['Novel method optimizing coal cutter trajectory to minimize rock cutting through precise arc fold sectional analysis.', 'Significant potential in reducing pick wear and lowering exploitation costs by leveraging geological data for trajectory determination.', 'Scientific integration of geological prospecting results into equation solving for enhanced coal extraction efficiency and cost savings.']"
378526508,"['Acute angle vertical rod design enabling automatic return to center position enhancing child safety.', 'Spring mechanism integrated with vertical rod provides bounce functionality while minimizing space occupation.', 'Rotating and swinging top plate offers dynamic play experience through simple structural innovation.']"
378601038,"['Integration of UAV aerial imagery with mass notification for immediate situational awareness delivery to end-users.', 'Real-time retransmission capability enabling expanded civil communication hub for enhanced message sharing.', 'Utilization of personalized iconographic identifiers in video stills for improved user engagement and message clarity.']"
378759218,"['Rotary plane cutter and integrated conveyor system enabling full-automatic root pruning and straw removal in garlic and onion harvest.', 'Flexible single or multi-row harvesting platform enhancing operational adaptability and efficiency.', 'Liftable front harvesting platform facilitating versatile and terrain-adaptive agricultural operations.']"
378701539,"['Bundle adjustment without orientation data enables novel absolute position determination of object points from overlapping images.', 'Integration of GPS-derived camera positions enhances accuracy in target object localization across multiple UAV-captured scenes.', 'Homography-based prediction and matching improve robust identification of target points across different image frames.']"
378762571,"['Addition of cross N-shaped clamp plates enables automatic re-rounding of flattened infusion tubes upon release.', 'U-shaped clamp sheet with bar hole and aligned middle line positions ensures precise reverse clamping for effective re-rounding.', 'Integration of V-shaped clamp block enhances control over tube shape during clamping and release operations.']"
378676347,"['Pod-conveyor with oscillatory rotational movement for precise single-serving pod delivery and disposal.', 'Integrated sealed boiler tank with multiple solenoid valves enabling controlled hot water and steam output.', 'Brewer plunger and injection nozzle mechanism puncturing pods for consistent flavor extraction in automatic brewing.']"
378792590,"['Ejection tube device with automatic lock system for controlled black box release during sea crashes.', 'Spring-loaded first cabin door facilitating rapid deviation from ejection tube upon activation.', 'Integrated spring mechanisms enhancing retrieval efficiency by ensuring black box surface emergence post-crash.']"
378794196,"['Spring-powered generator converting elastic restoring force into prolonged rotational energy for sustained power generation.', 'Automatic spring rewinding via motor activation upon detecting over-unwinding, enhancing operational longevity and reliability.', 'Utilization of unidirectional bearing gears and pulleys to optimize transmission and acceleration of rotational driving force.']"
378768971,"['Inclined rail design with oblique angle and reinforcing columns for stable grain transportation.', 'Lifter mechanism with pulley structure enhancing efficiency and reducing labor intensity.', 'Differential wheel diameters on grain conveying cart optimizing guidance and load-bearing capabilities.']"
378768896,"['Segmented transmission mechanism with interval gaps enabling precise silicon chip reorientation without manual intervention.', 'Vertical direction change of first conveying belts to transmission faces for seamless longitudinal-transverse conversion.', 'Simple structured corner conveyor design optimizing space utilization and facilitating automated manufacturing processes.']"
378765112,"['High-frequency welding machine integrated with automated saw web clamping and positioning for precise tooth welding.', 'Tool bit extractor and supplier system enabling automatic feeding aligned with saw web lifting mechanism.', 'Linear guide rails and motor-driven saw web lifting machine facilitating seamless automation of tooth dividing process.']"
378903240,"['Behavioral parameter analysis ensuring precise language conformity for automatic control systems.', 'Automated requirement capture generating files to validate system needs efficiently.', 'Device specifically tailored for aircraft control systems enhancing operational safety and accuracy.']"
378838494,"['Dual-input design allowing selective engagement of different driving sources through a common planetary gear reduction mechanism.', 'Automatic adjustment of first input part movement to counteract or complement second input part forces for optimized output control.', 'Hybrid transmission integrating varied driving characteristics into a unified deceleration system for diverse applications.']"
378833688,"['Novel magnetic engagement mechanism ensuring reliable dead bolt locking detection.', 'Trigger and locking levers integrated for enhanced operational reliability in automatic locks.', 'Permanent magnet and sensor integration enabling precise lock state monitoring without mechanical interference.']"
379059608,"[""Planetary gear train enabling blade's simultaneous self-rotation and revolution for efficient, complete pipe cutting."", 'Drum swing arm facilitating coordinated motion between blade rotating shaft and planetary gear shaft.', 'Coaxial alignment of pipe clamping mechanism with sun wheel enhancing mechanical simplicity and cost efficiency.']"
378925618,"['Wet multiple-plate clutch integration for efficient engine-to-input shaft power transmission.', 'Reduction planetary gear set decelerating engine power before complex planetary gear engagement.', 'Friction element coupling reduction and complex planetary gears enhancing gear system stability.']"
379036822,"['Spiral configuration whipping cylinders aligned vertically for efficient soft ice-cream production.', 'Automated machine integrating refrigerated tanks directly with whipping cylinders enhancing operational efficiency.', 'Customer-facing front side design optimizing user interaction and service delivery in ice-cream dispensing.']"
379032812,"['Four-bar over-center mechanisms enable reliable deployment of folding canards and vertical stabilizers.', 'Twist link mechanisms precisely control elevators and rudder for enhanced UAV maneuverability.', 'Gas spring-driven wing roots integrate servo wire paths for efficient wing folding and control.']"
379063049,"['Spline-embedded friction object plate integrates multiple components, reducing overall part count.', 'Fifth brake drum with medium partition limits directional movement, enhancing control precision.', 'Elastic fifth braking reset spring ensures bidirectional force application for efficient piston operation.']"
379063085,"['Utilization of Ravigneaux planetary gear unit with selective friction engagement enhancing speed versatility while minimizing size.', 'Direct support of output member on oil pump shell reducing vibration and improving sound performance significantly.', 'Concentrated placement of friction elements at the rear side optimizing space utilization and decreasing production costs.']"
379071586,"['Planetary-gear transmission design enabling at least eight forward gears through advanced clutch and brake systems.', 'Shifting actuators directly integrated with associated devices for enhanced mechanical efficiency and response.', 'Compact arrangement of all actuators near shifting devices facilitating streamlined operation and reduced complexity.']"
379086616,"['Central processing unit enabling automated equidistant or isochronous aerial photography through UAV navigation systems.', 'Real-time dynamic remote sensing data collection controlled by ground command via data radio communication.', 'Integrated operation control system for automatic stabilization and attitude measurement enhancing UAV remote sensing capabilities.']"
379087748,"['Embedded framework with guide rails and elastic sheets enabling automated stacking and positioning of empty chip boxes.', 'Lift cylinder driving tray movement for seamless transition between filling and removal stages in chip box handling.', 'Discharging cylinder integrated with removing framework automates full box ejection, enhancing operational efficiency and reducing manual intervention.']"
379083976,"['Pagoda type multilayer annular packing with wedged surfaces for enhanced sealing and wear resistance.', 'Movable pressure plate with cylindrical holes containing springs enabling automatic gap compensation.', 'Spring-integrated movable pressure plate preventing outward leakage and extending service life of the valve.']"
379081453,"['Novel vertical sliding mechanism using guide rails and air cylinders for efficient, low-energy doffing operations.', 'Lengthways guide rails ensure cop pipe remains static horizontally, preventing spindle damage during yarn drawing.', 'Simple structure with integrated vertical movement enhances work efficiency and operational stability significantly.']"
379078211,"['Large-size plane polishing device integrated as a CNC cutter achieving mirror-level surface precision without altering surface characteristics.', 'Compression spring and floating servo system enabling adaptive pressure control and vibration absorption for uniform polishing.', 'Numerical control system optimizing motion curves and machining parameters to enhance workpiece surface smoothness and quality.']"
379077600,"['Automated grinding device for camshaft blanks with integrated 5-degree angled guide rails enhancing precision.', 'Assembly line design significantly reducing manual labor and improving work efficiency in crevice removal.', 'Limiting grooves and feed ports on guide rails ensuring controlled and precise material handling during grinding.']"
379163020,"['Forward and reverse direction push-pull integration type side gauges enabling versatile paper alignment in automated processes.', 'Adjustable side gauge locating blocks with horizontal movement capability for precise paper positioning.', 'Unified structure design of forward and reverse side gauges simplifying manufacturing and maintenance.']"
379148922,"['Compound engine integrating turbofan, ramjet, and liquid-propellant rocket enables versatile speed regimes from subsonic to orbital.', 'Transition from atmospheric flight at 30Mach to space orbit via integrated propulsion systems enhances operational flexibility.', 'Aerodynamic design supports dual capability for atmospheric combat and space missions, surpassing conventional aircraft versatility.']"
379152462,"['Lawnmower flight pattern programmed by autopilot controller for comprehensive target polygon coverage.', 'Integration of GPS/INS data with digital camera triggering for precise calibrated aerial photos.', 'Automated photo-stitching process generating high-resolution mosaic images from projected photos.']"
379132921,"['Automatic configuration of DWDM optical wavelengths via an integrated optical control plane for seamless network service setup.', 'Extraction of packet network parameters from optical frame overhead enabling dynamic routing adjustments in real-time.', 'Integration of optical and packet networks through protocol-driven frame processing to optimize multi-layer communication efficiency.']"
379374603,"['Reverse rotation of dual vibration motors enabling precise control of spherical molding operations.', 'Automated rounder system significantly reducing labor intensity and enhancing production efficiency.', 'Semicylindrical slot design ensuring uniform size and improved sanitary state of food products.']"
379372112,"['Compound planetary gear set integrates multiple rotation elements for versatile speed modulation and enhanced efficiency.', 'Direct and selective connections among rotation elements optimize power flow within the transmission system.', 'Six friction members strategically control engagement, enabling precise torque management in complex gear arrangements.']"
379198340,"['Novel design enabling automatic downstream pressure regulation within preset limits without manual intervention.', 'Differential surface areas on sleeve ends ensure precise flow control and prevent unauthorized parameter changes.', 'Longitudinal movement of the valve coupled with compression spring enhances reliability in medium transport regulation.']"
379169259,"['Intelligent controller enabling automatic generation of high aerostatic and hydrostatic pressures up to 4 MPa and 40 MPa respectively.', 'Differential pressure isolation valve ensuring precise control and protection against overpressure during measurement.', 'Rapid and stable pressure control through integrated static and differential pressure pistons and sensors.']"
379376024,"['Equidistant flexible positioning device using right-tooth and left-tooth bolts for rapid, accurate left-right positioning.', 'Adaptive positioning end steel ball automatically adjusts accessory die position upon contact with workpiece sides.', ""Tool's simple structure and modularity enable cost-effective, versatile center alignment in various applications.""]"
379382499,"['Method enabling 1+1-like path protection in both ASON and traditional network domains via associated business building.', 'Independent restore attributes for first and second businesses enhancing fault resilience within ASON domain.', 'Dynamic control plane rerouting ensuring enhanced security and adaptability upon path faults in ASON networks.']"
379395455,"['Independent planet carrier connecting disc with integrated bearing and fixing holes for enhanced assembly flexibility.', 'Axial and radial oil channels enabling efficient lubrication distribution within the transmission system.', 'Split processing and final welding method reducing material usage and lowering production costs significantly.']"
379395409,"['Hyperboloidal inner hole design enabling automatic adjustment of planet gear contact for optimal meshing.', 'Space-shaped curved surface enhancing engagement accuracy and preventing tooth flank deflection.', 'Integration of hyperboloidal geometry to improve robustness against minor displacement errors in bevel gears.']"
379391886,"['Reciprocating stripping plate with inclined plane enabling precise and stable material strap feeding and stripping.', 'Synchronous pressurizing head enhancing label output accuracy through coordinated compression and loosening stations.', 'Integrated locating mechanisms using bearing plates and pressurizing heads for secure material strap guidance and processing.']"
379391573,"['Gravity-induced automatic downward sliding eliminates the need for motorized transport systems.', 'Acute angle positioning of rollers ensures stable and deviation-free material movement.', 'Baffle plates on support enhance alignment accuracy, integrating simple mechanical solutions for effective transport.']"
379392434,"['Alternated processing steps for glass preheating, chemical toughening, and annealing maintain high yield and continuous operation.', 'Integrated cooling blower connected to preheating furnaces reduces glass bursting from cold air contact during high-temperature processes.', 'Automatic feeding/discharging platform enables efficient handling, enhancing production throughput and finished product ratio.']"
379389052,"['Conical gear and plane thread integration in chuck head enabling enhanced grip and stability during operation.', 'Ejection rod with button mechanism facilitating automatic tool ejection for improved convenience and safety.', 'Spring-loaded central through hole design ensuring stable and secure clamping force application.']"
379390668,"['Hydraulic stroke devices between adjacent wheels dynamically adjust to maintain continuous rail contact on uphill turns.', 'Real-time four-wheel attachment mechanism prevents wheel suspension and torsion loss during sharp uphill curves.', ""Balanced climbing force distribution significantly enhances the mountain climbing train's overall performance.""]"
379380368,"['Independent sampling and forecasting on left and right sides of focusing evaluation function peaks for enhanced precision.', 'Utilization of intersection points or minimum absolute difference values to determine optimal focal plane positions accurately.', 'Minimizes principle errors from asymmetrical curve assumptions, improving speed and accuracy in digital optical systems.']"
379410242,"['Automated identification of non-predetermined troubleshooting procedures for dynamic aircraft fault rectification.', 'System enabling continuous adaptation of maintenance manuals through real-time data analysis.', 'Integration of data acquisition and archiving modules to enhance automated aircraft maintenance techniques.']"
379420459,"['On-board inertial navigation device enabling precise vertical motion prediction for shipboard aircraft landing.', 'Deck motion compensator generating critical signals to enhance longitudinal landing precision and safety.', 'Integration of predictors and compensators into flight control systems for real-time deck motion tracking.']"
379419825,"['Virtual instrument integration enabling high-precision ultrasonic scanning and automatic data processing for non-sound-absorbing materials.', 'Micro-adjustable probe jig system ensuring perpendicular sound wave propagation for enhanced image accuracy and detail.', 'Software-hardware synergy facilitating convenient construction and unrestricted dimension detection across various material types.']"
379419409,"['Utilizes SIFT algorithm for robust feature extraction enabling precise UAV scene matching and positioning.', 'Integrates satellite maps with UAV front-lower views to accurately determine current position coordinates.', 'Adaptive frame-by-frame matching process ensures continuous and reliable UAV location updates in dynamic environments.']"
379414767,"['Universal missile launcher adaptable for both surface and underwater combat missions enhancing versatility.', 'Daylighting panels with lens group condensation and water cooling achieving over 50% solar energy conversion efficiency.', 'Pressurized water bin enabling underwater stealth mode operation for enhanced combat concealment capabilities.']"
379414794,"['Novel omni-directional damping mechanism using multiple nitrogen springs to eliminate vibrations in any direction for improved imaging quality.', 'Adaptable single-freedom-degree platform specifically designed for micro-miniature multi-rotor unmanned aircraft applications.', 'Integration of cost-effective nitrogen spring technology enhances reliability and structural simplicity in low-altitude remote sensing platforms.']"
379431321,"['Identical fixed and moving molds with integrated sliding block for automated core pulling and product separation.', 'Inclined plane on sliding block interfacing with guide track to facilitate automatic demolding process.', 'Simplified mold structure enhancing automation, reducing demolding time, and increasing production efficiency significantly.']"
379432800,"['Onboard arresting hook enabling landing recovery without requiring a taxiway for small-scale UAVs.', 'Release unit fixed on UAV fuselage facilitates automated hook fixing or releasing via external signals.', 'Integrated ground and onboard systems simplify structure, enhancing operational convenience for UAV recovery.']"
379885232,"['U-shaped VHF antenna design for UAVs achieves fine broadband impedance matching via advanced simulation optimization techniques.', 'Enhanced radiation efficiency and antenna gain through innovative broadband impedance matching method.', 'Dismountable and robust U-shaped radiator structure providing improved durability and three-proofing performance.']"
379884688,"['Integration of display angle detection with face recognition to determine user presence and adjust backlight automatically.', 'Automatic backlight shutdown when no face is detected within a preset angle range, enhancing device energy efficiency.', 'Use of front camera activation based on combined angle and face identification criteria for context-aware power management.']"
379891320,"['Automatic gate cutting insert vertically penetrates male mould core for precise gate severance during molding.', 'Transmission ejection pin system enables synchronized vertical movement driven by lateral inclined pushing block.', 'Oil pressure cylinder integrated into lower fixing plate drives lateral sliding motion, enhancing mechanism precision and control.']"
379892070,"['Noncircular end on a circular rod head providing secondary locking function for enhanced bicycle stability.', 'Hidden secondary locking components within shells ensuring weather-resistance and shock-proof protection.', 'Multiplication effect between primary and secondary locking functions boosting overall safety performance.']"
379891006,"['Planet wheel mechanism integrated with spanner clamping joints for simplified nut disassembly and assembly on rotating shafts.', 'Sleeve and locating shaft configuration enabling precise alignment and efficient handling of nuts during operation.', 'Design facilitates automation in production processes, significantly enhancing assembly efficiency and reducing labor intensity.']"
379992371,"['Combustor-integrated frame enabling autonomous cooking processes without manual intervention.', 'Reversible motors controlling frying pan and slotted spoon movements for precise dish manipulation.', 'Compact design with coordinated pan and spoon motion requiring minimal bench space for household use.']"
379953457,"['All flying wing design with detachable outer wings enabling compact, lightweight structure for individual portability.', 'Tailless aerodynamic surface with steering wings at center wing edges ensures precise control and maneuverability.', 'Hand throw starting capability integrated into small unmanned aircraft design for ease of deployment.']"
379994220,"['Hydrostatic guideway integration enhancing shock absorption and precision in large casting processing.', 'Multi-directional feed capability enabling versatile angle machining for complex castings.', 'Servo motor-driven square ram ensuring reliable, automated operation with improved product quality.']"
379995881,"['Decreasing fire heads and altering hole arrangements radically reduce gas consumption and prevent thermal deformation.', 'Introduction of a heat-gathering cover enhances energy efficiency and operational safety significantly.', 'Removal of ventilation components and avoidance of air combustion integrates scientific combustion principles for safer operation.']"
380021347,"['Load-balancing mechanism automatically equalizes planet wheel load, reducing impact and noise.', 'Radial force counteraction system integrated between planet shaft and wheels for enhanced performance.', 'Innovative design improving gear strength by addressing uneven load issues in planetary transmissions.']"
380017903,"['Automatic holders with integrated motors and electromagnets eliminate manual pressure blocks for fabric securing.', 'Longitudinal and transverse motor-driven movement enables precise fabric positioning on the spreading table.', 'Multilayer fabric spreading in a plane shape facilitated by automated electromagnet-embedded pressure plates reduces operator effort.']"
380015281,"[""Automatic compensation feeding assembly ensures high-precision grinding without manual interference during the band knife's service life."", 'Dynamic positioning assembly enhances stability, preventing knife edge damage and blade wear for consistent product quality.', 'Angle adjustor simplifies process technology requirements, enabling easy adjustments and reducing preparation time for varying product specifications.']"
380011202,"['Dynamic automatic alignment using position correction eliminates need for initial zero-position setup.', 'Servo motor-driven control device enables direct start irrespective of motor position, enhancing operational flexibility.', 'Real-time dynamic alignment significantly reduces cigarette defects like broken mouths and raised edges during production.']"
380025468,"['Novel multi-layer backplane design significantly reduces series resistance and enhances module efficiency by over', '8%.', 'Rear circuit arrangement increases cell density and effective power generation area, boosting overall productivity.', 'Elimination of string welding machines in automated packaging lines dramatically improves module production rates up to 8 times.']"
380222916,"['Integration of four planetary gear sets with six friction members enabling nine forward and one reverse gear shifts.', 'First planetary gear set facilitating selected torque output with deceleration from the engine input shaft.', 'Second planetary gear set achieving reverse rotation output by processing input from the first gear set.']"
380213352,"['Face recognition technology for automatic pilot authentication enhancing aviation security.', 'Customizable instrument panel display tailored to individual pilot preferences based on identified templates.', 'Integration of image characteristic extraction with control device for seamless pilot identification and interface adjustment.']"
380268749,"['Automatic brake system enhancing civil transport aircraft safety by dynamically calculating minimal deceleration.', 'High-integrity data provision enabling precise comparison between nominal and minimal deceleration values.', 'Integrated calculating and comparison units within controllers for optimized piloting assistance method.']"
380370868,"['Integrated machine design automates paper unwinding, gluing, winding, and cutting processes for high-efficiency production.', 'Edge grinding device with specialized grinding wheel ensures precise side edge treatment of paper thin materials.', 'Pipe winding mechanism utilizes bracket cylinder and pressing roller to tightly press paper, enabling seamless rotational winding operation.']"
380369455,"['Utilizes negative pressure suction and automated trolley for continuous membrane handling and sand scraping, enhancing process automation.', 'Integrated membrane unfolding and cutting device automates precise membrane sizing, eliminating manual errors and waste.', 'Continuous automated operations significantly improve production efficiency and reduce time compared to manual methods.']"
380357940,"['Ultrasonic oscillation device integrated into a water tank for efficient automatic cup cleaning.', 'Vertically arranged test cup frame ensuring cups are positioned perpendicularly for optimal ultrasonic wave impact.', 'Clamping ring mechanism facilitating precise alignment of cup openings enhancing cleaning effectiveness and efficiency.']"
380358290,"['Z-shaped chamber with uniform magnetic bars on a closed transmission chain for efficient and clean chip removal.', 'Integrated oil filtering net plate and oil dropping hopper enabling effective chip-liquid separation without pollution.', 'Noise-free operation via strong magnetic automatic system, suitable for widespread machining workshop applications.']"
380341252,"['Novel automatic rolling shutter correction using calibration data for precise pixel velocity estimation.', 'Integration of image stabilization techniques to mitigate warping artifacts in rolling shutter images.', 'Adoption of scientific methods to aggregate pixel velocities for enhanced rolling shutter artifact correction.']"
380340202,"['Concave disk placement design with inclined plane automatically aligns optical disk to predetermined position.', 'Slidable disk tray interlocks with tray panel movement, facilitating smooth disk loading and unloading operations.', 'Recess bottom face and arcuate inclined plane integration ensures precise disk positioning and stability during operation.']"
380380572,"[""Embedded triangular locating boards enable automatic centering of the transformer core's rotation axis."", ""Through-hole design in locating boards ensures precise alignment with the core's geometric center for consistent winding."", 'Clamping mechanism and inclined planes on boards facilitate uniform winding and eliminate post-installation adjustments.']"
380378438,"['Single sensor system with mirrored surfaces enabling rapid, cost-effective 3D shape measurement for real-time quality control.', 'Mirror configuration at a precise 30-degree angle enhancing accuracy in capturing complex object surface details.', 'Integration of mirror technology and sensor placement optimizing industrial applications for automated product inspection.']"
380375321,"['Gear-driven side hung door enabling automatic opening and closing with constant-speed reversing rotation.', 'Electric cylinder and rack mechanism facilitating linear motion to drive gear rotations for versatile door operation.', 'Adaptable design suitable for diverse environments, from government agencies to warehouses, enhancing commercialization potential.']"
380613267,"['Planetary gear set replacing common gear drive for superior deceleration in washing machines.', 'Simple structured decelerating mechanism integrated with clutch enhances operational efficiency.', 'Spline connection at planet gear carrier center ensures precise transmission to wave wheel shaft.']"
380594944,"['Automatic turnover mechanism allowing universal windmill to operate efficiently with wind from any direction.', 'Gear wheels meshed on same layer blade shafts ensuring coordinated blade movement without mechanical control.', 'Perpendicular blade design reducing wind power loss and increasing output power with minimal mechanical wear.']"
380598824,"['Floating frame with inclined planes enables precise paper bobbin positioning and conveyance through synchronized ascending-descending motion.', 'Metal frame construction ensures durability in high-temperature drying environments without requiring lubrication.', 'Integration of fixing and floating frames prevents contamination and enhances longevity in automated drying processes.']"
380599761,"['Utilizes polarized light sensor for real-time course angle data, enhancing navigation accuracy and robustness.', 'Integrates multiple sensors via I2C bus to compute precise plane attitude and height information efficiently.', 'Incorporates GPS module for accurate position tracking, improving overall system reliability and response speed.']"
380611392,"['Remote-controlled boat using pressurized water jet propulsion for navigation and directional steering.', 'Integrated Venturi tube system automatically mixes pond water with fish medicine, ensuring precise dosage control.', 'Adjustable ball valve and liquid medicine switch enable customizable fish medicine flow and mixing ratios.']"
380609875,"['Automated front-and-back and left-and-right material pushing mechanisms eliminate manual handling risks during wood batten milling.', 'Integration of single-axis vertical milling with multi-directional material feed systems enhances machining speed and operational efficiency.', 'Material groove design allows simultaneous processing of multiple wood battens, significantly boosting production throughput.']"
380609185,"['Rotating and vertically adjustable automatic welding trolley enabling versatile side wallboard and angular post welding.', 'Air cylinder-driven transverse extension significantly reduces floor space for rail wagon body assembly processes.', 'Enhanced weld joint quality and speed through precise longitudinal and transverse weld gun adjustment mechanisms.']"
380600511,"['Automated identification of non-predetermined troubleshooting procedures for dynamic aircraft fault rectification.', 'Data-driven system enabling continuous adaptation of maintenance manuals and procedures over time.', 'Integration of data acquisition, archiving, and analysis modules to enhance predictive aircraft maintenance techniques.']"
380600341,"['Genetic algorithm-based house design enabling automated optimization of specific room layout problems.', 'Spiral generation logic technology facilitating diverse and stable house plan outputs from computational models.', 'Evolutionary computation integrating user feedback to enhance energy-saving designs and soil utilization efficiency.']"
380616650,"['Ceramic heat-gathering plate above gas nipples enhances ignition efficiency and combustion performance.', 'Integrated atomization oil nozzle with automatic pulse igniter resolves difficult ignition challenges in multipurpose furnaces.', 'Air blower integration ensures optimal oxygen-fuel mixing, enabling adjustable firepower and improved combustion efficiency.']"
380734882,"['Coaxial bidirectional capstan design enabling rapid acceleration and automatic return of shipboard aircraft.', 'Electromagnetic clutches provide instantaneous rotational kinetic energy for efficient catapult operation.', 'Compact structure with large ejection power suitable for diverse applications from aircraft carriers to land-based short runways.']"
380734883,"['Two-way winch system enabling rapid acceleration and automatic return of ship-borne aircraft for efficient catapult operations.', 'Electromagnetic clutches and adjustable motors synchronize power delivery for instantaneous traction strap winding and unwinding.', 'Integration of electromagnetic brakes ensures precise control over strap spool braking, enhancing safety and operational reliability.']"
380734915,"['Crank arm lifting device enabling linear motion of flat board via synchronized swing arm movement.', 'Air cylinder-driven swing arms provide stable and low-maintenance vertical displacement for packaging machines.', 'Vertical shaft linkage at four corners ensures precise and reliable flat board positioning during operation.']"
380734604,"['Vibrating disk mechanism enabling automatic alignment and sequential discharge of mosaic sheets.', 'Automated mosaic sheet arranging and paving device enhancing speed and accuracy of mosaic placement.', 'Integration of control system optimizing multi-color mosaic assembly for significant labor and time savings.']"
380632113,"['Ultrasonic probes continuously measure slurry bed thickness for precise real-time sedimentation control.', 'Automated valve system adjusts discharge based on slurry height and silt charge, independent of time intervals.', 'Real-time LCD display enables visual tracking of slurry deposition profile and compaction degree for process optimization.']"
380619309,"['Novel flat cable design with parallel alloy conductors and metal tube wrapping for enhanced heat dissipation.', 'Double insulation and shielding layers using advanced materials significantly improve cable performance in harsh environments.', 'Strategic placement of heat radiation holes ensures effective thermal management and uninterrupted data transmission.']"
380772311,"['Converts accelerometer-based movement data into UAV control signals for realistic flight operation simulation.', 'Physics engine adjusts control signals to accurately simulate 3D virtual UAV dynamics in a virtual scene.', 'Integrates sensor data with computational models, showcasing advanced scientific knowledge adoption in simulation technology.']"
380748777,"['Novel mechanical torque converter design using synchronized bevel gears for enhanced transmission efficiency.', 'Brake-controlled planet carrier limits rotation, enabling precise torque conversion in automatic transmissions.', 'Compact structure with easy assembly and disassembly, facilitating maintenance and integration into existing systems.']"
380740220,"['Time-stamped flight data frames enhance accurate UAV operational tracking and historical record keeping.', 'Status bit extraction identifies specific UAV flight operation conditions for comprehensive performance analysis.', 'Power state monitoring by main control chip ensures continuous logging of device functioning under various conditions.']"
380973046,"['Gravity-assisted rapid fuel discharge without additional devices or engine operation enhances UAV safety.', 'Oil drain and breather valves positioned strategically for efficient fuel removal under shutdown conditions.', 'Enables large-scale, power-free fuel discharge ensuring secure UAV recovery post-operation.']"
380967186,"['Dual second control devices enabling simultaneous dual-side gluing with enhanced precision and speed.', 'Automatic Y-axis motion control for gluing nozzles significantly boosts operational efficiency and accuracy.', 'Integrated first and second control systems optimize workflow, demonstrating advanced automation integration.']"
380962420,"['Novel method using circular points and crossratio properties for precise video camera calibration from three images.', 'Establishes a linear constraint equation to solve five intrinsic camera parameters, enhancing calibration accuracy.', 'Utilizes quadratic curve elements for full-automatic calibration, minimizing measurement errors during the process.']"
380962037,"['Novel method autonomously processes control data, converting text files to high-level language code for flight control.', 'Analysis and extension of trajectory program angles enhance precision in aircraft control data processing.', 'Integration of navigation parameters with guide coefficients optimizes trajectory guidance dynamically.']"
380960216,"['Non-contact method employing visible and invisible light to measure pollutant visibility in pipelines, marking a novel approach.', 'Detection of light energy absorption by pollutants enabling precise quantification of gas pollution levels.', 'Integration of photoelectric conversion with computational processing for accurate pollution degree determination.']"
380953686,"['Ceramic and steel platforms enable high-temperature forging without repeated mold heating, ensuring continuous 1000°C operation.', 'Synchronous adjusting mechanism automatically maintains slide block parallelism, enhancing pressing precision during titanium alloy forming.', 'Integrated heat insulation device minimizes temperature loss, significantly saving energy and reducing processing costs.']"
380955142,"['Wire falling array scheme introduces vertical stay ropes enhancing structural simplicity and weight reduction.', 'Butt-joint heat-seal mounting of upper and lower connecting plates improves sealing and assembly efficiency.', 'Suspended zip-fasteners vertically linking connecting plates achieve high-efficiency, lightweight inflatable wing structure.']"
380955208,"['Automatic blade and platform relative motion mechanism replacing manual film demounting operations.', 'Alcohol jetting module integrated with blade for enhanced film separation efficiency and substrate integrity.', 'Automated process significantly improving demounting yield and reducing substrate damage rates.']"
380955156,"['Compact launch frame design enabling simplified UAV take-off with minimal structural complexity.', 'Integrated windlass and locking mechanism enhancing operational safety and launch rope durability.', 'Cost-effective and user-friendly system promoting high UAV launch success rates and extended equipment lifespan.']"
380976441,"['Four-rod linkage design enabling precise control and automatic release of suspended well covers upon damage detection.', 'Vibration-sensitive guide pull rod triggering mechanism prevents false releases due to minor disturbances.', 'Dual protection system ensuring unattended electric tunnel well openings are securely closed in emergencies.']"
