appln_id,appln_kind,earliest_publn_year,granted,appln_title,appln_abstract,Result
379391886,U ,2012,Y,Automatic material strap feeding and stripping device,"The utility model discloses an automatic material strap feeding and stripping device, which comprises a feeding roller, a recovery roller, a plurality of guide rollers, a stripping plate and a drive device, wherein the stripping plate has reciprocating motion freedom degree in a horizontal direction. The automatic material strap feeding and stripping device is characterized in that one end of a lower surface of the stripping plate, far away from the feeding roller, is provided with an inclined plane; an included angle between an upper surface of the stripping plate and the inclined plane is an acute angle; the material strap guide rollers are arranged on a lower end of the stripping plate close to the inclined plane; locating mechanisms are respectively arranged on two sides of the stripping plate; each locating mechanism is formed by a bearing plate located on one face of a material strap and a pressurizing head located on the other face of the material strap; each pressurizing head is provided with a compression working station and a loosening working station; a synchronous pressurizing head is arranged opposite to an upper surface of the stripping plate, close to one end of the feeding roller; the synchronous pressurizing head is provided with a compression working station and a loosening working station; and the synchronous pressurizing head, the material strap guide rollers and the stripping plate are synchronously driven by a reciprocating motion driving mechanism. The automatic material strap feeding and stripping device can be used for stripping labels easily, has high label output accuracy, and is stable to operate.","Keywords: [automatic feeding, stripping device, reciprocating motion, inclined plane, synchronous pressurizing]

Innovation:
1. Reciprocating stripping plate with inclined plane enabling precise and stable material strap feeding and stripping.
2. Synchronous pressurizing head enhancing label output accuracy through coordinated compression and loosening stations.
3. Integrated locating mechanisms using bearing plates and pressurizing heads for secure material strap guidance and processing."
379391573,U ,2012,Y,Material transport sliding channel,"The utility model discloses a material transport sliding channel, belongs to a material transport device, and aims at providing a material transport device which can achieve automatic transport without power, is simple in structure and has no deviation in the transport process. The material transport sliding channel comprises a support and a plurality of rollers fixed on the support, wherein an inclined angle between the central connection line of every roller (2) and the level plane is an acute angle. Baffle plates (1) fixed on the support (3) are arranged on two ends of every roller (2). The material transport sliding channel can automatically slide downwards through utilization of component force generated from weight of materials, has no need of being driven by a motor, not only simplifies a structure, but also saves electricity, and is a roller sliding channel for transporting the materials.","Keywords: [material transport, automatic sliding, roller channel, baffle alignment, gravity-driven]

Innovation:
1. Gravity-induced automatic downward sliding eliminates the need for motorized transport systems.
2. Acute angle positioning of rollers ensures stable and deviation-free material movement.
3. Baffle plates on support enhance alignment accuracy, integrating simple mechanical solutions for effective transport."
379392434,U ,2012,Y,Alternated glass chemical toughening furnace,"The utility model discloses an alternated glass chemical toughening furnace. The alternated glass chemical toughening furnace mainly consists of a cooling blower (1), a workpiece lifting machine (2), a chemical reaction toughening furnace (3), at least two preheating annealing comprehensive furnaces (4), a furnace body horizontal propelling system (15) and an automatic feeding/discharging conveying platform (8), wherein the chemical reaction toughening furnace (3) is positioned at the lower ends of the preheating annealing comprehensive furnaces (4); the opening of the upper end of the chemical reaction toughening furnace (3) and the bottoms of the preheating annealing comprehensive furnaces (4) are positioned on the same horizontal plane; the cooling blower is placed on the tops of the preheating annealing comprehensive furnaces (4); and the air flue of the cooling blower (1) is connected with jackets of the preheating annealing comprehensive furnaces (4). When the alternated glass chemical toughening furnace works, steps of preheating, chemical toughening and annealing of the workpiece are alternately performed, and continuous working states are maintained, so yield is high; and the probability of bursting and crushing caused by contacting external cold air with glass in a high temperature state is reduced, and a ratio of a finished product is guaranteed.","Keywords: [chemical toughening, preheating annealing, continuous processing, automatic conveying, cooling efficiency]

Innovation:
1. Alternated processing steps for glass preheating, chemical toughening, and annealing maintain high yield and continuous operation.
2. Integrated cooling blower connected to preheating furnaces reduces glass bursting from cold air contact during high-temperature processes.
3. Automatic feeding/discharging platform enables efficient handling, enhancing production throughput and finished product ratio."
379389052,U ,2012,Y,Improved three jaw chuck wrench,"The utility model relates to an improved three jaw chuck wrench, and aims to solve the technical problems of poor structural design and inconvenience in use of the conventional same products. The chuck wrench comprises a chuck body, a wrench body, and a chuck head; the outer diameter of one end of the chuck body is integrally connected with the wrench body, and the end face of the other end of the chuck body is provided with the chuck head; the chuck head is provided with a conical gear, clamp jaws and a plane thread; the key points of the clamp jaws are that a central through hole is formed in the chuck body; an ejection rod is arranged in the central through hole; one end of the ejection rod is positioned at a head port of the chuck head, and the other end of the ejection rod extends out of the central through hole of the chuck and is provided with a button; and a spring is sleeved between the button and the ejection rod of the chuck body and is connected with the button and the chuck body respectively. When the wrench is loosened, a machine tool can be automatically ejected out by the ejection rod, the spring, the chuck body and the chuck head. The improved three jaw chuck wrench is reasonable in structural design, convenient to use and high in stability and safety and is suitable to be used as a chuck wrench of the machine tool; and the structural improvement of the same products is provided.","Keywords: [three jaw chuck, ejection rod, conical gear, plane thread, spring mechanism]

Innovation:
1. Conical gear and plane thread integration in chuck head enabling enhanced grip and stability during operation.
2. Ejection rod with button mechanism facilitating automatic tool ejection for improved convenience and safety.
3. Spring-loaded central through hole design ensuring stable and secure clamping force application."
379390668,U ,2012,Y,Anti-suspension dynamic real-time rail attaching device for driving wheels of electric mountain climbing railcar,"The utility model provides an anti-suspension dynamic real-time rail attaching device for the driving wheels of an electric mountain climbing railcar. The device is characterized in that any two adjacent driving wheels are provided with hydraulic stroke devices communicated with each other. The utility model relates a real-time four-wheel dynamic rail attaching device for the driving wheels of a four-wheel independently-driven automatic-differential intelligent electric mountain climbing train. When the railcar runs on uphill rails with turns, the four wheels of the railcar cannot be kept on the same plane, and as a result, one travelling wheel cannot obtain sufficient attaching force or even be suspended in the air to lose the attaching force. The device has the advantages that the tight attachment problem between the four wheels and the rails when the railcar runs at an uphill sharp turn is solved; wheel suspension and torsion loss are prevented; the climbing force is balanced; and the climbing performance is greatly improved.","Keywords: [anti-suspension, hydraulic stroke, real-time rail attaching, four-wheel dynamic, climbing performance]

Innovation:
1. Hydraulic stroke devices between adjacent wheels dynamically adjust to maintain continuous rail contact on uphill turns.
2. Real-time four-wheel attachment mechanism prevents wheel suspension and torsion loss during sharp uphill curves.
3. Balanced climbing force distribution significantly enhances the mountain climbing train's overall performance."
379380368,A ,2012,Y,Automatic focusing method for digital optical imaging system based on bilateral forecasting intersection,"The invention relates to an automatic focusing method for a digital optical imaging system, which comprises the following steps of: independently sampling and forecasting focusing evaluation function curves on left and right sides in the positions of focusing evaluation function curve peaks; calculating the position of an intersection point of the forecast left and right focusing evaluation function curves or a minimum value of an absolute value of a difference of the focusing evaluation function values in the same positions in the forecast left and right disperse focusing evaluation function value sequences; and controlling an executing mechanism to move a focal plane of the digital optical imaging system to the intersection point or minimum value position (focusing position). According to the automatic focusing method provided by the invention, independent sampling and forecasting are performed on left and right adjacent regions containing the peak position areas; a principle error caused by taking actually asymmetrical focusing evaluation function curves as symmetrical curves according to the automatic focusing method based on curve fitting and a swinging search process possibly occurring nearby the peaks according to a quick climbing method are avoided; the influence of sampling step length on the focusing precision according to the automatic focusing method based on bilateral forecasting intersection is small and the focusing precision and speed are higher.","Keywords: [automatic focusing, digital imaging, forecasting curves, peak position, bilateral prediction]

Innovation:
1. Independent sampling and forecasting on left and right sides of focusing evaluation function peaks for enhanced precision.
2. Utilization of intersection points or minimum absolute difference values to determine optimal focal plane positions accurately.
3. Minimizes principle errors from asymmetrical curve assumptions, improving speed and accuracy in digital optical systems."
379410242,A ,2012,Y,IMPROVED DIAGNOSTICS FOR AIRCRAFT,"One aspect of the present invention provides a system (100) for automatically analysing aircraft systems data. The system (100) comprises a data acquisition module (102) operable to acquire aircraft systems data, a data archiving module (104) operable to store aircraft systems data and a data analysis module (106) operable to analyse the aircraft systems data to identify non-predetermined troubleshooting procedures for fault rectification. Automated identification of improved maintenance techniques can thus be provided, with the added benefit that maintenance manuals and procedures may thereby be automatically adapted over time.","Keywords: [automated data analysis, aircraft systems, fault rectification, dynamic maintenance adaptation, troubleshooting procedures]

Innovation:
1. Automated identification of non-predetermined troubleshooting procedures for dynamic aircraft fault rectification.
2. System enabling continuous adaptation of maintenance manuals through real-time data analysis.
3. Integration of data acquisition and archiving modules to enhance automated aircraft maintenance techniques."
379420459,A ,2013,Y,Longitudinal deck motion compensation method for shipboard aircraft landing,"The invention discloses a longitudinal deck motion compensation method for shipboard aircraft landing. The longitudinal deck motion compensation method includes the following steps: at the last stage of landing, an on-board inertial navigation device measures to acquire the vertical motion position and speed information of an ideal landing point on the deck, and stores the information into on-board computers; according to the vertical motion position and speed information of the ideal landing point, the on-board computers adopt respective predictors to predict the position and speed of vertical motion at a certain moment in the future; deck motion compensator is utilized to compensate the predicted position and speed of vertical motion, and generate a vertical motion position compensation signal and a vertical motion speed compensation signal for the ideal landing point; and the vertical motion position compensation signal and the vertical motion speed compensation signal are respectively sent into a longitudinal automatic landing guide system and the flight control system of a shipboard aircraft. The motion compensation method can compensate longitudinal deck motion at the last stage of landing, so that shipboard aircrafts can accurately track deck motion in real time, and thereby the precision and safety of aircraft landing are increased.","Keywords: [inertial navigation, deck motion compensation, vertical motion prediction, automatic landing guide, real-time tracking]

Innovation:
1. On-board inertial navigation device enabling precise vertical motion prediction for shipboard aircraft landing.
2. Deck motion compensator generating critical signals to enhance longitudinal landing precision and safety.
3. Integration of predictors and compensators into flight control systems for real-time deck motion tracking."
379419825,A ,2013,Y,"Supersonic imaging system utilizing virtual instrument technology, and imaging method thereof","A supersonic imaging system utilizing a virtual instrument technology comprises an image display unit, a host computer system, a servo control case, a mechanical movement platform, a front end data acquisition device, a rear end data processing system, and a workpiece positioning adjustment device. A bubble level meter and a level adjustment support are utilized to adjust the level of a workpiece, a probe jig is adjusted to adjust the angle of a probe to make the propagation direction of sound waves emitted by the probe be vertical to the workpiece, and the probe is moved to another two positions on the plane of the workpiece and is micro-adjusted according to the above mode to complete the adjustment of the position of the workpiece; and the high-precision ultrasonic scan imaging system is realized through introducing the virtual instrument technology. The functions comprising automatic scanning, data processing and imaging are realized through the combination of software and hardware. Most initial information is displayed for the reference of professionals, and the detail characteristics and the spatial coordinates on the image can be accurately positioned. The whole system has the advantages of convenient construction, realization of detection of non-sound-absorbing materials, and no restriction of the dimension size.","Keywords: [supersonic imaging, virtual instrument technology, ultrasonic scan, data acquisition, precision positioning]

Innovation:
1. Virtual instrument integration enabling high-precision ultrasonic scanning and automatic data processing for non-sound-absorbing materials.
2. Micro-adjustable probe jig system ensuring perpendicular sound wave propagation for enhanced image accuracy and detail.
3. Software-hardware synergy facilitating convenient construction and unrestricted dimension detection across various material types."
379419409,A ,2013,Y,Scale invariant feature transform-based unmanned aerial vehicle scene matching positioning method,"The invention relates to a scale invariant feature transform-based unmanned aerial vehicle scene matching positioning method. The scale invariant feature transform-based unmanned aerial vehicle scene matching positioning method is characterized by comprising the following steps of 1, extracting feature description vectors of an image of a matching target and a front-lower view of an unmanned aerial vehicle by a scale invariant feature transform algorithm, 2, determining if the front-lower view in the frame and the image of the matching target are matching or not, and 3, if the front-lower view and the image of the matching target are matching, recording coordinates of a matching point in a satellite map comprising the image of the matching target and the matching target, in the front-lower view of the unmanned aerial vehicle, calculating current position coordinates of the unmanned aerial vehicle in the satellite map according to the coordinates of the matching point and carrying out positioning of the unmanned aerial vehicle, and if the front-lower view and the image of the matching target are not matching, reading an unmanned aerial vehicle front-lower view in the next frame and sequentially carrying out matching. The scale invariant feature transform-based unmanned aerial vehicle scene matching positioning method realizes accurate matching of a front-lower view of an unmanned aerial vehicle and a matching target in a satellite map, determination of current position coordinates of the unmanned aerial vehicle according to a built unmanned aerial vehicle front-lower view model, and positioning of the unmanned aerial vehicle.","Keywords: [SIFT algorithm, UAV positioning, scene matching, feature vector extraction, satellite map integration]

Innovation:
1. Utilizes SIFT algorithm for robust feature extraction enabling precise UAV scene matching and positioning.
2. Integrates satellite maps with UAV front-lower views to accurately determine current position coordinates.
3. Adaptive frame-by-frame matching process ensures continuous and reliable UAV location updates in dynamic environments."
379414767,A ,2013,Y,Solar unmanned boat,"The invention belongs to the field of unmanned boats, and particularly relates to a solar unmanned boat capable of executing combat missions on water and under water. The solar unmanned boat comprises a missile launcher, a long-range artillery, a short-range artillery, an ammunition bin, a tracking-type solar system, daylighting panels, a pressurized water bin, a pressurized water bin opening-closing door, a control system, a long-range radar and a power bin, wherein the missile launcher can be universal with a torpedo; the tracking-type solar system and the daylighting panels are taken as a primary power source of the unmanned boat; the daylighting panels are distributed on the surface of the whole boat and adopt a comprehensive technology of light condensation via a lens group, heat dissipation of water cooling, and real-time sunlight axis tracking, so that the conversion force of solar energy is up to more than 50%; and the pressurized water bin opening-closing door can be used for realizing water inlet for the pressurized water bin, so that the unmanned boat executes the combat missions in an underwater sneaking mode. The solar unmanned boat with strong concealment has the specific advantages of 'detecting and attacking before enemy', and can be qualified as pre-launching equipment of a nuclear submarine or an aircraft carrier.","Keywords: [solar unmanned boat, missile launcher, daylighting panels, pressurized water bin, real-time sunlight tracking]

Innovation:
1. Universal missile launcher adaptable for both surface and underwater combat missions enhancing versatility.
2. Daylighting panels with lens group condensation and water cooling achieving over 50% solar energy conversion efficiency.
3. Pressurized water bin enabling underwater stealth mode operation for enhanced combat concealment capabilities."
379414794,A ,2013,Y,Omni-directional damping single-freedom-degree photoelectric reconnaissance platform device,"The invention provides an omni-directional damping single-freedom-degree photoelectric reconnaissance platform device and relates to the technical field of low-altitude remote sensing and aerial photography. The omni-directional damping single-freedom-degree photoelectric reconnaissance platform device solves the problem that an existing photoelectric reconnaissance platform device cannot be suitable for a micro-miniature multi-rotor unmanned aircraft. The omni-directional damping single-freedom-degree photoelectric reconnaissance platform device comprises a supporting frame, a supporting plate connected with the supporting frame, an omni-directional damping mechanism which comprises a base connected with the supporting frame, a substrate fixedly connected with an aircraft, a first nitrogen spring, a fourth nitrogen spring, a fifth nitrogen spring, a second nitrogen spring, a third nitrogen spring, a pitching rotation mechanism which comprises a driving motor fixed on the supporting frame, a crank connected with the driving motor, a first connecting rod connected with the crank, a second connecting rod connected with the first connecting rod, one ends of the first nitrogen spring, the fourth nitrogen spring and the fifth nitrogen spring are connected with the substrate, the other ends of the first nitrogen spring, the fourth nitrogen spring and the fifth nitrogen spring are connected with the base, one ends of the second nitrogen spring and the third nitrogen spring are connected with the base, the other ends of the second nitrogen spring and the third nitrogen spring are connected with the substrate, and the second connecting rod is respectively connected with the supporting plate and a first connecting block respectively. The omni-directional damping single-freedom-degree photoelectric reconnaissance platform device can effectively eliminate vibration in any direction, improves imaging quality, and is simple in structure, low in cost and high in reliability.","Keywords: [omni-directional damping, photoelectric reconnaissance, nitrogen spring, micro-miniature UAV, vibration elimination]

Innovation:
1. Novel omni-directional damping mechanism using multiple nitrogen springs to eliminate vibrations in any direction for improved imaging quality.
2. Adaptable single-freedom-degree platform specifically designed for micro-miniature multi-rotor unmanned aircraft applications.
3. Integration of cost-effective nitrogen spring technology enhances reliability and structural simplicity in low-altitude remote sensing platforms."
379431321,U ,2013,Y,Mold capable of automatically demolding product,"The utility model discloses a mold capable of automatically demolding a product. The mold comprises a fixed mold and a moving mold, wherein the fixed mold and the moving mold are identical in structure and shape and are matched when being used; the product is arranged between the fixed mold and the moving mold; a sliding block is arranged on the fixed mold; the sliding block is connected with a core; the core is connected with the product; an inclined plane is arranged on the bottom plane of the sliding block; and the inclined plane is connected with a guide track arranged on the fixed mold. The mold capable of automatically demolding the product is simple in structure and smart in design; the product is automatically separated from the moving mold by pulling the core by using the sliding block; the automation is realized; the demolding time is shortened; the production benefits are increased; and the mold has good practicability and good economic benefit and social effect.","Keywords: [automatic demolding, sliding block mechanism, core pulling, inclined plane guide, mold automation]

Innovation:
1. Identical fixed and moving molds with integrated sliding block for automated core pulling and product separation.
2. Inclined plane on sliding block interfacing with guide track to facilitate automatic demolding process.
3. Simplified mold structure enhancing automation, reducing demolding time, and increasing production efficiency significantly."
379432800,U ,2013,Y,"Small-scale unmanned aerial vehicle, as well as onboard arresting gear, ground arresting gear and arresting system thereof","The utility model relates to a small-scale unmanned aerial vehicle, as well as an onboard arresting gear, a ground arresting gear and an arresting system thereof. The onboard arresting gear comprises an arresting hook and a release unit; one end of the arresting hook is used for being rotatablely connected to a fuselage main body of the small-scale unmanned aerial vehicle; the other end of the arresting hook is used for being connected with the release unit; and the release unit is fixed on a fuselage of the small-scale unmanned aerial vehicle and is used for fixing or releasing the arresting hook according to a received external control signal. According to the utility model, the landing recovery can be implemented during landing without a taxiway; and the small-scale unmanned aerial vehicle, as well as the onboard arresting gear, the ground arresting gear and the arresting system thereof has simple structure and is convenient to operate.","Keywords: [unmanned aerial vehicle, arresting hook, release unit, landing recovery, control signal]

Innovation:
1. Onboard arresting hook enabling landing recovery without requiring a taxiway for small-scale UAVs.
2. Release unit fixed on UAV fuselage facilitates automated hook fixing or releasing via external signals.
3. Integrated ground and onboard systems simplify structure, enhancing operational convenience for UAV recovery."
379885232,A ,2013,Y,U-shaped VHF (very high frequency) antenna of unmanned aerial vehicle,"A U-shaped VHF (very high frequency) antenna of an unmanned aerial vehicle comprises a U-shaped radiator. The radiator is sleeved in an insulating sheath, the radiator comprises a U-shaped radiator support, a radiator belt is wound on the radiator support at uniform pitches, a fixed seat is connected with one end of the radiator support, an antenna pedestal is connected with the other end of the radiator support, and the radiator belt is connected with a matcher in the antenna pedestal. The U-shaped VHF antenna of the unmanned aerial vehicle adopts a broadband impedance matching technique and an Advanced Design System2009 simulation optimization technique, the problem of antenna height is solved well, fine broadband impedance matching is achieved, and accordingly radiation efficiency of the antenna is effectively improved, antenna gain is enhanced, and the U-shaped VHF antenna of the unmanned aerial vehicle has the advantages of convenience in dismounting and mounting, destroy resistance and good three-proofing performance.","Keywords: [VHF antenna, unmanned aerial vehicle, broadband impedance matching, simulation optimization, radiation efficiency]

Innovation:
1. U-shaped VHF antenna design for UAVs achieves fine broadband impedance matching via advanced simulation optimization techniques.
2. Enhanced radiation efficiency and antenna gain through innovative broadband impedance matching method.
3. Dismountable and robust U-shaped radiator structure providing improved durability and three-proofing performance."
379884688,A ,2013,Y,Handheld electronic equipment and backlight source control method thereof,"The invention discloses handheld electronic equipment and a backlight source control method thereof. The backlight source control method comprises the following steps of: obtaining an angle between the plane in which a display screen is arranged and a horizontal plane; judging whether the display screen goes down or not according to the angle and judging angle between the plane in which the display screen is arranged and the horizontal plane is in a pre-set angle range or not; if judging that the display screen goes down and the angle between the plane in which the display screen is arranged and the horizontal plane are in the preset angle range, starting a front camera to obtain an image; and carrying out face identification on the image, and if no face is identified, switching off a backlight source. With the adoption of the manner, the handheld electronic equipment can be used for judging whether a user uses the handheld electronic equipment or not through a manner of combination of the angle of the handheld electronic equipment and the face identification; and when the handheld electronic equipment is not used by the user, the backlight function of the handheld electronic equipment can be automatically switched off, so that the purpose of saving electricity can be realized.","Keywords: [backlight control, handheld device, angle detection, face recognition, energy saving]

Innovation:
1. Integration of display angle detection with face recognition to determine user presence and adjust backlight automatically.
2. Automatic backlight shutdown when no face is detected within a preset angle range, enhancing device energy efficiency.
3. Use of front camera activation based on combined angle and face identification criteria for context-aware power management."
379891320,U ,2013,Y,Mechanism capable of automatically cutting off gate in mould,"The utility model provides a mechanism capable of automatically cutting off a gate in a mould. The mechanism is applied into an injection molding mould. The mould comprises an upper fixing plate, a female mould plate, a male mould plate with a male mould core, an ejection plate and a lower fixing plate, wherein a lateral gate or a tab gate is arranged on the male mould core. The mechanism capable of automatically cutting off the gate in the mould is characterized by comprising a gate cutting insert, a transmission ejection pin, an inclined pushing block and an oil pressure cylinder, wherein the upper end of the gate cutting insert penetrates through the male mould core and can be movably arranged below the gate vertically; the upper end of the transmission ejection pin penetrates through the lower fixing plate, the ejection plate and the male mould plate to abut against the lower end of the gate cutting insert; the inclined pushing block can be slidingly arranged in the lower fixing plate laterally, and the upper end of the inclined pushing block is provided with an inclined plane which is in sliding match with the lower end face of the transmission ejection pin; and a main body of the oil pressure cylinder is horizontally and fixedly arranged on the lower fixing plate, and a telescopic piston rod at the front end of the oil pressure cylinder is connected to the lateral face of the inclined pushing block to drive the inclined pushing block to slide laterally.","Keywords: [automatic gate cutting, injection molding, transmission ejection pin, inclined pushing block, oil pressure cylinder]

Innovation:
1. Automatic gate cutting insert vertically penetrates male mould core for precise gate severance during molding.
2. Transmission ejection pin system enables synchronized vertical movement driven by lateral inclined pushing block.
3. Oil pressure cylinder integrated into lower fixing plate drives lateral sliding motion, enhancing mechanism precision and control."
379892070,U ,2013,Y,Improved double-locking structure for bicycle folder,"The utility model discloses an improved double-locking structure for a bicycle folder. The improved double-locking structure comprises a first shell and a second shell, which are connected with two parts at different ends of a bicycle in an extension way. The first and second shells are pivoted through a pivot on the same side, and can be attached to each other along the pivot in a rotating way. A second penetration shaft is pressed against the plane of a noncircular end on a circular rod head of a second clamping rod to realize secondary locking function between the first and second shells of the structure, an operating handle is wrenched to be deflected upwards, and a circular rod head of a first clamping rod is driven by a clamping pod to cross the highest point to realize a primary locking function, so that the structure has a double-locking function; components for realizing the secondary locking function are hidden in the first and second shells, and cannot be seen and directly touched outside, so that the components for realizing the secondary locking function are weather-resistant and shock-proof, and the condition of automatic separation of secondary locking in a riding process is avoided; and moreover, a multiplication effect between the primary and secondary locking functions is achieved, so that the safety performance of the folding bicycle during use is higher.","Keywords: [bicycle folder, double-locking mechanism, noncircular end, circular rod head, weather-resistant components]

Innovation:
1. Noncircular end on a circular rod head providing secondary locking function for enhanced bicycle stability.
2. Hidden secondary locking components within shells ensuring weather-resistance and shock-proof protection.
3. Multiplication effect between primary and secondary locking functions boosting overall safety performance."
379891006,U ,2013,Y,Nut disassembly and assembly device on rotating shaft,"The utility model discloses a nut disassembly and assembly device on a rotating shaft, wherein the nut disassembly and assembly device comprises a planet wheel mechanism, the planet wheel mechanism comprises an outer gear ring, a sun gear located at the center of the outer gear ring, a plurality of planet wheels engaged between the outer gear ring and the sun gear and a planet carrier used for connecting the rotating shafts of all planet wheels, the outer gear ring is fixedly connected with coaxially arranged spanner clamping joints, the planet carrier is fixedly connected with sleeves matched with nuts on the rotating shafts, and a locating shaft is fixedly connected at the centre of the sun gear; and the sleeves are located on the periphery of the locating shaft and are located on the same axial side of the sun gear with the locating shaft, and the spanner clamping joints are located on the other axial side of the sun gear. The nut disassembly and assembly device on a rotating shaft disclosed by the utility model has a simple integral structure, and the application of the planet wheel mechanism guarantees operators to realize the simple disassembly and assembly of the nuts on the rotating shafts through spanners, thereby greatly improving the assembly efficiency, reducing the labor intensity of the operators, and meanwhile, facilitating realization of automatic production.","Keywords: [planet wheel mechanism, nut assembly, rotating shaft tool, spanner clamping, automatic production]

Innovation:
1. Planet wheel mechanism integrated with spanner clamping joints for simplified nut disassembly and assembly on rotating shafts.
2. Sleeve and locating shaft configuration enabling precise alignment and efficient handling of nuts during operation.
3. Design facilitates automation in production processes, significantly enhancing assembly efficiency and reducing labor intensity."
379992371,A ,2013,Y,All-functional cooking robot,"The invention provides an all-functional cooking robot and belongs to kitchen utensils. The all-functional cooking robot is characterized in that a combustor is arranged on a base seat of a frame; a frying pan slide track which is inclined upwards is fixed on a beam on one side of the frame; the lower end of a frying pan suspension arm is vertically connected with a frying pan handle in a clearance fit manner, and a frying pan slide block at the middle is in slide and clearance fit with the frying pan slide track; a reversible frying pan motor is vertically fixed at the upper end of the frying pan slide track; a vertical track is arranged on the other side of the frame; a reversible slotted spoon motor is arranged at the lower end of the vertical track; a reversible slotted spoon motor chain wheel is connected with a second slotted spoon chain wheel at the upper end of the vertical track through a slotted spoon chain; a slotted spoon slide block is fixed on the slotted spoon chain; the slotted spoon slide block is fixed with a slotted spoon transverse arm; and one end of the slotted spoon transverse arm is in lateral clearance fit with a slotted spoon handle. The all-functional cooking robot can finish dish frying automatically, and the process and the procedures conform to the manufacturing requirements of dishes, so that the manufacturing of basic dishes of kitchens can be realized; a frying pan can be controlled to move linearly in a horizontal plane, and dishes can be turned over in the frying pan; small space is required for cooperation of the frying pan and the slotted spoon, and the size of a cooking bench is small, so that the requirements on household installation can be met, and the cooking robot is favorable for popularization in the commercial field.","Keywords: [cooking robot, combustor integration, automatic dish frying, reversible motor control, compact kitchen design]

Innovation:
1. Combustor-integrated frame enabling autonomous cooking processes without manual intervention.
2. Reversible motors controlling frying pan and slotted spoon movements for precise dish manipulation.
3. Compact design with coordinated pan and spoon motion requiring minimal bench space for household use."
379953457,A ,2012,Y,ASSEMBLY STRUCTURE OF SMALL UNMANNED AIRCRAFT,"PROBLEM TO BE SOLVED: To provide an assembly structure of a small unmanned aircraft suitable for hand throw starting, with reduced size and weight so as to be carried by an individual being taken apart, and having a sufficient steering reproducibility.SOLUTION: The small unmanned aircraft is provided with: an all flying wing type main wing having a tailless type aerodynamic surface; steering wings disposed at both right and left sides of a rear edge of the main wing, respectively; and at least one propeller. Here, the main wing is composed of a center wing and two outer wings removably fixed at both lateral ends of the center wing, and the steering wings are disposed only at the both side end parts of the rear edge of the center wing.","Keywords: [unmanned aircraft, flying wing, steering reproducibility, detachable wing, hand throw start]

Innovation:
1. All flying wing design with detachable outer wings enabling compact, lightweight structure for individual portability.
2. Tailless aerodynamic surface with steering wings at center wing edges ensures precise control and maneuverability.
3. Hand throw starting capability integrated into small unmanned aircraft design for ease of deployment."
379994220,A ,2013,N,Full-automatic processing boring-milling machine for large castings,"The invention discloses a full-automatic processing boring-milling machine for large castings, comprising a lathe bed, wherein an upright post is arranged on the lathe bed; a lifting frame is arranged on the upright post; a main shaft case is arranged on the lifting frame; a square ram is arranged on the main shaft case; the square ram is connected with a square ram servo motor and a screw; one end of the square ram, which is closed to a rotary table, is provided with a main shaft; the shaft is connected with a gearbox and a main shaft servo motor; and a double-end boring bar is arranged on the main shaft. The full-automatic processing boring-milling machine for the large castings has the characteristics of good rigidity, high precision, strong reliability, convenient operation and the like; the boring-milling machine is capable of being fed in multiple directions; by adopting a hydrostatic guideway, the upright post and the square ram have better shock absorption effect and ensure the processing precision, and a work piece can rotate at any angle; the castings can be precisely located so as to meet the high-precision processing demand; and the full-automatic processing boring-milling machine can simplify the process, improves the product quality and the processing efficiency and achieves the purpose of processing holes and planes with any angle.","Keywords: [automatic boring-milling, hydrostatic guideway, multi-directional feed, high-precision machining, servo motor integration]

Innovation:
1. Hydrostatic guideway integration enhancing shock absorption and precision in large casting processing.
2. Multi-directional feed capability enabling versatile angle machining for complex castings.
3. Servo motor-driven square ram ensuring reliable, automated operation with improved product quality."
379995881,A ,2013,Y,Energy-saving type improved method for heating apparatus of disc automatic pipebender,"The invention relates to an energy-saving type improved method for a heating apparatus of a disc automatic pipebender. The method adopts the following eight measures: (1) the number of fire heads is decreased from 5-7 to 2-3; (2) the top surface of each fire head is changed from a concave cambered surface to a narrow plane; (3) fire-spraying holes are changed from a baby's breath-like arrangement to single row holes or a single narrow slit; (4) the aperture becomes smaller and hole spacing is closer; (5) orientations of the fire-spraying holes are changed; (6) an arrangement mode of conveying units of glass tubes is changed; (7) a heat-gathering cover is newly arranged; and (8) a ventilation door and an air passage are removed; and air combustion is not adopted. With the above improvement, the consumption of combustion gas is greatly saved; the fire heads are not easy to produce thermal deformation, combustion melt and even explosion; service life is prolonged; safety is increased; and simple and convenient regulation and control of the device are provided for operators. Besides, the improvement is similar with the base of an original apparatus, so that the operators have no strange sense toward the improved device and can operate the improved device with no need of other training.","Keywords: [energy-saving heating, fire head reduction, combustion efficiency, heat-gathering cover, air combustion avoidance]

Innovation:
1. Decreasing fire heads and altering hole arrangements radically reduce gas consumption and prevent thermal deformation.
2. Introduction of a heat-gathering cover enhances energy efficiency and operational safety significantly.
3. Removal of ventilation components and avoidance of air combustion integrates scientific combustion principles for safer operation."
