source,target,weight,weighted_tie_strength,link_centrality,technical_distance,node_assortativity,common_neighbors_count,eigen_distance,pagerank_distance,clustering_distance,link_strength_category
electromagnet switch,planetary gear set,1,0.7241379310344828,0.0,0.29284674092309826,23,3,0.003506260485559355,0.00039008763986077266,0.8746438746438746,弱链接
electromagnet switch,twin step switch,1,7.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
hydraulic control valve,planetary gear set,1,0.53125,0.0,0.1499122024401067,20,3,0.0033379117762963656,0.00032624947157772015,0.446072446072446,弱链接
hydraulic control valve,twin step switch,1,4.555555555555555,1.1466777369920127e-05,0.14293453848299156,3,3,0.00016834870926298983,6.383816828305254e-05,0.4285714285714286,强链接
automatic torque redistribution,planetary gear set,1,0.53125,0.0,0.1499122024401067,20,3,0.0033379117762963656,0.00032624947157772015,0.446072446072446,弱链接
automatic torque redistribution,twin step switch,1,4.555555555555555,1.1466777369920127e-05,0.14293453848299156,3,3,0.00016834870926298983,6.383816828305254e-05,0.4285714285714286,强链接
planetary gear set,twin step switch,1,0.7241379310344828,9.923619613993818e-05,0.29284674092309826,23,3,0.003506260485559355,0.00039008763986077266,0.8746438746438746,弱链接
friction clutch,thermal machine sensor,1,1.5,0.00010154214228269151,0.24253165065597596,8,3,0.00016493638133714605,0.0001572883138634623,0.7272727272727273,弱链接
microprocessor temperature controller,thermal machine sensor,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
planetary gear box,thermal machine sensor,1,1.5,2.0590634767043976e-05,0.24247748971138205,8,3,1.8195362491086292e-06,0.0001579223251697174,0.7272727272727273,弱链接
free-wheel mechanism,thermal machine sensor,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
friction clutch,microprocessor temperature controller,1,1.5,0.00010154214228269151,0.24253165065597596,8,3,0.00016493638133714605,0.0001572883138634623,0.7272727272727273,弱链接
friction clutch,planetary gear box,1,0.5909090909090909,0.0,5.45836187980975e-05,0,3,0.0001631168450880374,6.340113062550936e-07,0.0,弱链接
free-wheel mechanism,friction clutch,1,1.5,0.0,0.24253165065597596,8,3,0.00016493638133714605,0.0001572883138634623,0.7272727272727273,弱链接
microprocessor temperature controller,planetary gear box,1,1.5,0.0,0.24247748971138205,8,3,1.8195362491086292e-06,0.0001579223251697174,0.7272727272727273,弱链接
free-wheel mechanism,microprocessor temperature controller,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
free-wheel mechanism,planetary gear box,1,1.5,0.0,0.24247748971138205,8,3,1.8195362491086292e-06,0.0001579223251697174,0.7272727272727273,弱链接
anti-collision mechanism,rotor protection,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
magnetic steel magnetizer,rotor protection,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
rotor protection,spring-loaded slider,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
guiding pin rod,rotor protection,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
anti-collision mechanism,magnetic steel magnetizer,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
anti-collision mechanism,spring-loaded slider,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
anti-collision mechanism,guiding pin rod,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
magnetic steel magnetizer,spring-loaded slider,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
guiding pin rod,magnetic steel magnetizer,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
guiding pin rod,spring-loaded slider,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
amphibious UAV,drainage system,2,4.333333333333333,9.58580778979167e-09,0.0,0,4,0.0,0.0,0.0,强链接
amphibious UAV,compartmentalized design,1,3.5714285714285716,6.470420258109377e-08,0.033354304600265096,1,3,2.3826858722596293e-26,6.291380079530124e-05,0.09999999999999998,强链接
amphibious UAV,waterproof components,2,4.333333333333333,9.58580778979167e-09,0.0,0,4,0.0,0.0,0.0,强链接
amphibious UAV,buoyant fuselage,2,4.333333333333333,9.58580778979167e-09,0.0,0,4,0.0,0.0,0.0,强链接
compartmentalized design,drainage system,1,3.5714285714285716,0.0,0.033354304600265096,1,3,2.3826858722596293e-26,6.291380079530124e-05,0.09999999999999998,强链接
drainage system,waterproof components,2,4.333333333333333,9.58580778979167e-09,0.0,0,4,0.0,0.0,0.0,强链接
buoyant fuselage,drainage system,2,4.333333333333333,0.0,0.0,0,4,0.0,0.0,0.0,强链接
compartmentalized design,waterproof components,1,3.5714285714285716,6.470420258109377e-08,0.033354304600265096,1,3,2.3826858722596293e-26,6.291380079530124e-05,0.09999999999999998,强链接
buoyant fuselage,compartmentalized design,1,3.5714285714285716,0.0,0.033354304600265096,1,3,2.3826858722596293e-26,6.291380079530124e-05,0.09999999999999998,强链接
buoyant fuselage,waterproof components,2,4.333333333333333,0.0,0.0,0,4,0.0,0.0,0.0,强链接
direct coupling,planetary gear integration,1,0.7,0.0,0.2931800350837082,24,3,0.0008468547830724418,0.00038637216117376195,0.8783068783068784,弱链接
10-speed transmission,planetary gear integration,1,0.7,0.0,0.2931800350837082,24,3,0.0008468547830724418,0.00038637216117376195,0.8783068783068784,弱链接
multi-gear arrangement,planetary gear integration,1,0.7,0.0,0.2931800350837082,24,3,0.0008468547830724418,0.00038637216117376195,0.8783068783068784,弱链接
planetary gear integration,selective connection,1,5.805555555555555,2.3904044033536607e-05,0.10771321720004641,18,4,0.00010025867962422342,0.00028807016919226965,0.32275132275132273,强链接
10-speed transmission,direct coupling,1,7.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
direct coupling,multi-gear arrangement,1,7.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
direct coupling,selective connection,1,3.0833333333333335,3.2171266986689376e-05,0.1854668178836618,6,3,0.0007465961034482184,9.830199198149228e-05,0.5555555555555556,强链接
10-speed transmission,multi-gear arrangement,1,7.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
10-speed transmission,selective connection,1,3.0833333333333335,3.2171266986689376e-05,0.1854668178836618,6,3,0.0007465961034482184,9.830199198149228e-05,0.5555555555555556,强链接
multi-gear arrangement,selective connection,1,3.0833333333333335,3.2171266986689376e-05,0.1854668178836618,6,3,0.0007465961034482184,9.830199198149228e-05,0.5555555555555556,强链接
compact design,interactive learning,1,0.09848484848484848,0.0006099449496644439,0.1499596664174854,118,3,0.04719124107944141,0.002179821665078293,0.4005079365079365,弱链接
compact design,portable guitar practice,1,0.1328125,0.00012198898993288877,0.3404711242306424,122,3,0.047207758773674356,0.0022691059817449735,0.971936507936508,弱链接
LED feedback system,compact design,1,0.1328125,0.0,0.3404711242306424,122,3,0.047207758773674356,0.0022691059817449735,0.971936507936508,弱链接
automatic chord trainer,compact design,1,0.1328125,0.0,0.3404711242306424,122,3,0.047207758773674356,0.0022691059817449735,0.971936507936508,弱链接
interactive learning,portable guitar practice,1,14.5,1.4378711684687504e-07,0.190511457813157,4,3,1.6517694232950388e-05,8.928431666668019e-05,0.5714285714285714,强链接
LED feedback system,interactive learning,1,14.5,0.0,0.190511457813157,4,3,1.6517694232950388e-05,8.928431666668019e-05,0.5714285714285714,强链接
automatic chord trainer,interactive learning,1,14.5,0.0,0.190511457813157,4,3,1.6517694232950388e-05,8.928431666668019e-05,0.5714285714285714,强链接
LED feedback system,portable guitar practice,1,24.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic chord trainer,portable guitar practice,1,24.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
LED feedback system,automatic chord trainer,1,24.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
loading unit,swing feeder,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
swing feeder,tee shot positioning,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
inclined surface mat,swing feeder,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic ball supply,swing feeder,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
loading unit,tee shot positioning,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
inclined surface mat,loading unit,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic ball supply,loading unit,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
inclined surface mat,tee shot positioning,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic ball supply,tee shot positioning,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic ball supply,inclined surface mat,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
NACA airfoil,surface-effect sensor,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
NACA airfoil,roadable vehicle,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
NACA airfoil,modular hull,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
NACA airfoil,adaptive wing,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
roadable vehicle,surface-effect sensor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
modular hull,surface-effect sensor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
adaptive wing,surface-effect sensor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
modular hull,roadable vehicle,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
adaptive wing,roadable vehicle,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
adaptive wing,modular hull,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
buckle types,electrocardiogram fixing,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
buckle types,waist belt,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
buckle types,shoulder belt,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
buckle types,self-locking binding,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
electrocardiogram fixing,waist belt,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
electrocardiogram fixing,shoulder belt,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
electrocardiogram fixing,self-locking binding,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
shoulder belt,waist belt,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
self-locking binding,waist belt,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
self-locking binding,shoulder belt,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
sliding-mode control,unmanned aerial vehicle,1,0.02462121212121212,0.0,0.5504133442892254,522,3,0.6470691726366213,0.010254510421168792,0.993916349809886,弱链接
sliding-mode control,state original point,1,92.83333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
affine nonlinear equations,sliding-mode control,1,92.83333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
robust controller,sliding-mode control,1,92.83333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
state original point,unmanned aerial vehicle,1,0.02462121212121212,0.0,0.5504133442892254,522,3,0.6470691726366213,0.010254510421168792,0.993916349809886,弱链接
affine nonlinear equations,unmanned aerial vehicle,1,0.02462121212121212,0.0,0.5504133442892254,522,3,0.6470691726366213,0.010254510421168792,0.993916349809886,弱链接
robust controller,unmanned aerial vehicle,1,0.02462121212121212,0.0,0.5504133442892254,522,3,0.6470691726366213,0.010254510421168792,0.993916349809886,弱链接
affine nonlinear equations,state original point,1,92.83333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
robust controller,state original point,1,92.83333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
affine nonlinear equations,robust controller,1,92.83333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
cooperative tracking,wireless communication network,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
cooperative tracking,potential field model,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
UAV cluster,cooperative tracking,1,1.3,0.0,0.19050764737658812,4,3,9.53074348903852e-26,9.43707011929519e-05,0.5714285714285714,弱链接
cooperative tracking,onboard sensor,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
potential field model,wireless communication network,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
UAV cluster,wireless communication network,1,1.3,0.0,0.19050764737658812,4,3,9.53074348903852e-26,9.43707011929519e-05,0.5714285714285714,弱链接
onboard sensor,wireless communication network,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
UAV cluster,potential field model,1,1.3,0.0,0.19050764737658812,4,3,9.53074348903852e-26,9.43707011929519e-05,0.5714285714285714,弱链接
onboard sensor,potential field model,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
UAV cluster,onboard sensor,1,1.3,1.4378711684687504e-07,0.19050764737658812,4,3,9.53074348903852e-26,9.43707011929519e-05,0.5714285714285714,弱链接
cone body filtration,water sample monitor,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
cone body filtration,winding-drum membrane,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
cone body filtration,synchronous motor drive,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic filtering,cone body filtration,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
water sample monitor,winding-drum membrane,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
synchronous motor drive,water sample monitor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic filtering,water sample monitor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
synchronous motor drive,winding-drum membrane,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic filtering,winding-drum membrane,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic filtering,synchronous motor drive,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
man-machine interface,ranging sensor,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
circular cross-section,man-machine interface,1,6.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
man-machine interface,real-time monitoring,1,0.3939393939393939,0.0,0.310700339987449,27,3,0.03911799848939862,0.0005099031933785452,0.8924731182795699,弱链接
inclination measurement,man-machine interface,1,6.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
circular cross-section,ranging sensor,1,6.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ranging sensor,real-time monitoring,1,0.3939393939393939,0.0,0.310700339987449,27,3,0.03911799848939862,0.0005099031933785452,0.8924731182795699,弱链接
inclination measurement,ranging sensor,1,6.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
circular cross-section,real-time monitoring,1,0.3939393939393939,0.0,0.310700339987449,27,3,0.03911799848939862,0.0005099031933785452,0.8924731182795699,弱链接
circular cross-section,inclination measurement,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
inclination measurement,real-time monitoring,1,0.3939393939393939,0.0,0.310700339987449,27,3,0.03911799848939862,0.0005099031933785452,0.8924731182795699,弱链接
misopening prevention,ratchet wheel,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
ratchet wheel,rocker arm mechanism,1,0.9285714285714286,0.0001221040196263663,0.24254492783349865,8,3,0.00019910689963351108,0.00016294932813517025,0.7272727272727273,弱链接
ratchet wheel,tension spring linkage,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
interlocking plate,ratchet wheel,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
misopening prevention,rocker arm mechanism,1,0.9285714285714286,0.0001221040196263663,0.24254492783349865,8,3,0.00019910689963351108,0.00016294932813517025,0.7272727272727273,弱链接
misopening prevention,tension spring linkage,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
interlocking plate,misopening prevention,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
rocker arm mechanism,tension spring linkage,1,0.9285714285714286,0.0001221040196263663,0.24254492783349865,8,3,0.00019910689963351108,0.00016294932813517025,0.7272727272727273,弱链接
interlocking plate,rocker arm mechanism,1,0.9285714285714286,0.0,0.24254492783349865,8,3,0.00019910689963351108,0.00016294932813517025,0.7272727272727273,弱链接
interlocking plate,tension spring linkage,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
efficiency improvement,planetary gear transmission,1,0.6578947368421053,0.0010283561822119376,1.0942111126471092e-05,0,3,3.8922794455915744e-06,2.89340539338217e-05,0.0,弱链接
efficiency improvement,separation plate,1,1.4230769230769231,0.00025410635683930635,0.09029533921296722,12,3,5.0413584559362605e-06,0.0002042845511224079,0.2706766917293233,弱链接
efficiency improvement,rotating arm,1,1.1,0.0005618050097707488,0.038324057564442564,8,3,4.510401854847362e-06,0.0001351264063053987,0.11483253588516745,弱链接
automatic scrapping,efficiency improvement,1,1.8636363636363635,0.0,0.2808003962590193,16,3,5.0464418081072705e-06,0.0002908791773551511,0.8421052631578947,弱链接
planetary gear transmission,separation plate,1,1.4230769230769231,0.0002982790610082266,0.09030628132409368,12,3,8.933637901527835e-06,0.0002332186050562296,0.2706766917293233,弱链接
planetary gear transmission,rotating arm,1,1.1,0.000524609762732987,0.03833499967556903,8,3,8.402681300438937e-06,0.0001640604602392204,0.11483253588516745,弱链接
automatic scrapping,planetary gear transmission,1,1.8636363636363635,0.0,0.28081133837014577,16,3,8.938721253698845e-06,0.0003198132312889728,0.8421052631578947,弱链接
rotating arm,separation plate,1,2.5,0.0,0.05197128164852465,4,3,5.309566010888983e-07,6.91581448170092e-05,0.15584415584415584,强链接
automatic scrapping,separation plate,1,5.3,0.0,0.1905050570460521,4,3,5.083352171010261e-09,8.659462623274318e-05,0.5714285714285714,强链接
automatic scrapping,rotating arm,1,3.5,0.0,0.24247633869457677,8,3,5.360399532599086e-07,0.0001557527710497524,0.7272727272727273,强链接
anti-extrusion ring,floating plug,1,1.8888888888888888,7.600176176191968e-08,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
O-shaped seal,anti-extrusion ring,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
anti-extrusion ring,self-exhausting,1,1.8888888888888888,7.600176176191968e-08,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
anti-extrusion ring,hydraulic prop,1,3.5,2.875742336937501e-08,6.122366410532747e-41,0,3,1.8367099231598242e-40,0.0,0.0,强链接
O-shaped seal,floating plug,1,1.8888888888888888,0.0,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
floating plug,self-exhausting,2,2.6,4.108203338482144e-09,0.0,0,6,0.0,0.0,0.0,强链接
floating plug,hydraulic prop,1,1.8888888888888888,7.600176176191968e-08,0.14288510454638523,3,3,4.103438930952573e-25,8.388506772706837e-05,0.4285714285714286,弱链接
O-shaped seal,self-exhausting,1,1.8888888888888888,7.600176176191968e-08,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
O-shaped seal,hydraulic prop,1,3.5,2.875742336937501e-08,6.122366410532747e-41,0,3,1.8367099231598242e-40,0.0,0.0,强链接
hydraulic prop,self-exhausting,1,1.8888888888888888,0.0,0.14288510454638523,3,3,4.103438930952573e-25,8.388506772706837e-05,0.4285714285714286,弱链接
flight-capable range,on-board processing,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
on-board processing,terrain elevation data,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
hostile-threat assessment,on-board processing,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
emergency landing identification,on-board processing,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
flight-capable range,terrain elevation data,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
flight-capable range,hostile-threat assessment,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
emergency landing identification,flight-capable range,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hostile-threat assessment,terrain elevation data,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
emergency landing identification,terrain elevation data,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
emergency landing identification,hostile-threat assessment,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
propulsion energy,remote docking,1,16.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
ancillary needs,remote docking,1,16.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
remote docking,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
hydrogen airship,remote docking,1,16.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ancillary needs,propulsion energy,1,16.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
propulsion energy,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
hydrogen airship,propulsion energy,1,16.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ancillary needs,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
ancillary needs,hydrogen airship,1,16.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
hydrogen airship,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
dihedral braces,thrust vectoring,1,16.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
dihedral braces,electrical motors,1,16.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
dihedral braces,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
dihedral braces,lateral control,1,16.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
electrical motors,thrust vectoring,1,16.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
thrust vectoring,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
lateral control,thrust vectoring,1,16.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
electrical motors,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
electrical motors,lateral control,1,16.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
lateral control,unmanned aircraft,1,0.14606741573033707,0.0,0.3245076311539658,83,3,0.008027132552588495,0.0015823687681702765,0.9639133921411387,弱链接
automatic clamping,guiding bearing,1,1.1363636363636365,5.297286718231231e-05,0.28081427981741885,16,3,1.8559686906195234e-05,0.00031901660745569077,0.8421052631578947,弱链接
guiding bearing,lossless clamping,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
guiding bearing,versatile workpiece handling,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
air cylinder mechanism,guiding bearing,1,1.6111111111111112,0.0,0.266744459655457,12,3,8.386192316286611e-06,0.00022499277405470396,0.8,弱链接
automatic clamping,lossless clamping,1,1.1363636363636365,5.297286718231231e-05,0.28081427981741885,16,3,1.8559686906195234e-05,0.00031901660745569077,0.8421052631578947,弱链接
automatic clamping,versatile workpiece handling,1,1.1363636363636365,5.297286718231231e-05,0.28081427981741885,16,3,1.8559686906195234e-05,0.00031901660745569077,0.8421052631578947,弱链接
air cylinder mechanism,automatic clamping,1,0.38235294117647056,0.0,0.014069820161961885,4,3,1.017349458990862e-05,9.402383340098683e-05,0.04210526315789476,弱链接
lossless clamping,versatile workpiece handling,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
air cylinder mechanism,lossless clamping,1,1.6111111111111112,0.0,0.266744459655457,12,3,8.386192316286611e-06,0.00022499277405470396,0.8,弱链接
air cylinder mechanism,versatile workpiece handling,1,1.6111111111111112,0.0,0.266744459655457,12,3,8.386192316286611e-06,0.00022499277405470396,0.8,弱链接
multi-projective-plane,real-time monitoring,1,0.5151515151515151,0.0,0.31070152336293927,27,3,0.03911732821779438,0.0005141235914535905,0.8924731182795699,弱链接
critical morphological characteristics,multi-projective-plane,1,7.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
motion object recognition,multi-projective-plane,1,7.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
3D model analysis,multi-projective-plane,1,4.1,0.0,0.1905081387721179,4,3,1.45293735614204e-05,8.131551422083814e-05,0.5714285714285714,强链接
critical morphological characteristics,real-time monitoring,1,0.5151515151515151,0.0,0.31070152336293927,27,3,0.03911732821779438,0.0005141235914535905,0.8924731182795699,弱链接
motion object recognition,real-time monitoring,1,0.5151515151515151,0.0,0.31070152336293927,27,3,0.03911732821779438,0.0005141235914535905,0.8924731182795699,弱链接
3D model analysis,real-time monitoring,1,0.35135135135135137,0.0,0.12019338459082139,23,3,0.03910279884423296,0.00043280807723275233,0.3210445468509984,弱链接
critical morphological characteristics,motion object recognition,1,7.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
3D model analysis,critical morphological characteristics,1,4.1,0.0,0.1905081387721179,4,3,1.45293735614204e-05,8.131551422083814e-05,0.5714285714285714,强链接
3D model analysis,motion object recognition,1,4.1,0.0,0.1905081387721179,4,3,1.45293735614204e-05,8.131551422083814e-05,0.5714285714285714,强链接
conveyer belt angle,material processing,1,4.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic loading,material processing,1,0.5909090909090909,0.0,0.2808736752466412,16,3,0.00020549587841958854,0.00031026670360929465,0.8421052631578947,弱链接
material processing,motor-driven conveyor,1,4.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
drum screening,material processing,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic loading,conveyer belt angle,1,0.5909090909090909,0.0,0.2808736752466412,16,3,0.00020549587841958854,0.00031026670360929465,0.8421052631578947,弱链接
