appln_id,keywords
405821360,"['automatic landing', 'runway slope', 'flare phase control', 'adaptive piloting', 'terrain-aware system']"
405773698,"['flyout prevention', 'valve rod', 'three-eccentric butterfly valve', 'seal alignment', 'automatic positioning']"
405808329,"['bearing design', 'hot-dip plating', 'wear-resistant surface', 'automatic alignment', 'long-term function']"
405770281,"['automatic controller', 'tail rope management', 'winch operation', 'grinding wheel', 'grooved wheel']"
405771668,"['oil gas drainage', 'siphon effect', 'absorbent cotton', 'automatic water discharge', 'energy efficiency']"
405827421,"['mechanical arm adjustment', 'image plane centering', 'vector calculation', 'automatic alignment', 'flange face orientation']"
405828384,"['UAV control', 'object detection', 'distance measurement', 'electronic compass', 'flight safety']"
405837003,"['gearing control', 'friction elements', 'rotational speed', 'motor-generator', 'planetary gear']"
405832716,"['fuel cell integration', 'autonomous seat', 'energy conduit', 'vehicle power independence', 'passenger comfort enhancement']"
405947495,"['inductive probe', 'contour detection', 'automatic polishing control', 'signal transmission', 'non-contact sensing']"
405947261,"['center positioning', 'telescopic device', 'equidistant positioning', 'thread bolt', 'structural part']"
405946736,"['needle cleaning', 'automatic device', 'testing card', 'compact base', 'efficient contact']"
405938974,"['unmanned aerial vehicle', 'real-time monitoring', 'mobile workstation', 'flight data processing', 'portable design']"
405931770,"['film cutting device', 'accumulator plate group', 'automatic conveying', 'film pressing mechanism', 'continuous supply']"
405937088,"['annular cable truss', 'fish-bellied truss', 'spatial stress performance', 'support rod integration', 'architectural stability']"
405931742,"['battery case conveyor', 'pole group manipulator', 'automatic coating integration', 'guiding mechanism', 'simple structure automation']"
405951445,"['automatic tension compensator', 'hydraulic oil cylinder', 'electric controller', 'high-pressure rubber sac', 'motor support']"
405950406,"['computer-controlled flue', 'sensor integration', 'automatic valve adjustment', 'air quality management', 'smart ventilation system']"
405952816,"['machine vision', 'colour difference detection', 'image fuzzy analysis', 'digital comparison', 'automatic sorting']"
405990138,"['automatic foothold', 'railway passenger access', 'linear movement', 'support structure', 'height alignment']"
405954932,"['automatic switching', 'electric operation', 'manual operation', 'planetary gear reducer', 'dual-mode actuation']"
406112108,"['spiral interpolation', 'NC machining', 'trimming deflashing', 'double circular arc', 'tool path optimization']"
406106240,"['pneumatic lifting', 'automatic positioning', 'transportable equipment', 'cylinder control', 'multi-purpose device']"
406143268,"['unmanned aircraft', 'line capture device', 'rotor arm', 'ratchet mechanism', 'joint coupling']"
406128322,"['automatic cleaning', 'mahjong tile', 'separation blade', 'rotary disk', 'U-shaped tool']"
406136270,"['unmanned patrol aircraft', 'wireless sensor network', 'route control', 'emergency signal', 'RF transceiver chip']"
406137076,"['robotic automation', 'ball screw mechanism', 'servo motor control', 'precision motion', 'keyboard assembly']"
406133121,"['rotating traction lift', 'inclined shaft slipform', 'hydraulic jack', 'rock anchor system', 'automatic balance']"
406130692,"['bag breaking machine', 'floating alloy knife', 'inclined drum conveyor', 'flat drum conveyor', 'automatic bag processing']"
406365345,"['chamfering measurement', 'image capture device', '45-degree inclination', 'automatic transmission', 'rotational jig control']"
406362000,"['bobbins arranging', 'automatic pipe sorting', 'guide plate mechanism', 'single bobbin exit', 'sliding seat assembly']"
406361816,"['unmanned helicopter', 'multi-rotor-wing', 'tethered power supply', 'heavy-load capability', 'extended flight duration']"
406373730,"['boxing machine', 'filling transmission', 'planetary gear system', 'reciprocating motion', 'crank connection rod']"
406374689,"['automatic cloth pressing', 'sewing machine accessory', 'sliding mechanism', 'tension control', 'safety enhancement']"
406597191,"['automatic gumming', 'rotating platform', 'glue dispensing', 'piston rod mechanism', 'transfer pump integration']"
406594681,"['remote data concentrator', 'avionics network', 'autonomous output', 'input/output interface', 'network communication']"
406590017,"['crankshaft damping', 'belt wheel system', 'hydraulic tensioner', 'accessory miniaturization', 'engine compactness']"
406587416,"['unmanned aerial vehicle', 'fire rescue', 'photoelectric detection', 'microcomputer control', 'high-rise fire suppression']"
406375828,"['five-gear planetary', 'automatic transmission', 'clutch integration', 'compact design', 'power distribution']"
406377223,"['X-ray diffraction', 'sapphire crystal detection', 'circular wafer orientation', 'semi-automatic detector', 'atomic plane reflectivity']"
406377573,"['micromechanical sensor', 'flight controller', 'height measurement', 'positional information', 'attitude sensing', 'pulse code control', 'electronic speed regulation', 'brushless motor']"
406599813,"['self-discharging hopper', 'concrete feed system', 'smooth bottom surface', 'crane placement', 'automatic turning plate']"
406598787,"['film sticking', 'locating block', 'vertical lift plate', 'inclined positioning', 'square box']"
406658574,"['transmission control', 'friction element management', 'sensor integration', 'adaptive fluid pressure', 'motor generator synchronization']"
406604101,"['camera vision', 'obstacle detection', 'safety algorithm', 'door control', 'intelligent monitoring']"
406606501,"['object support removal', 'CT imaging data', 'automatic segmentation', 'sagittal plane identification', 'volumetric data processing']"
406651148,"['automatic transmission', 'drag torque reduction', 'planetary gear device', 'power transfer efficiency', 'complex gear integration']"
406602986,"['flexible flat cable', 'conductive contacts', 'stack part', 'folding parts', 'U-shaped structure']"
406729691,"['ultrasonic transmitter', 'water processor', 'pollution discharge', 'online monitoring', 'scale removal']"
406727785,"['UAV empennage', 'connecting rod', 'hinge mechanism', 'pressing block', 'tubular cavity']"
406727788,"['smart parachute', 'real-time calculation', 'wind parameter analysis', 'wireless telecom marking', 'GPS positioning']"
406727838,"['crank arm lifting', 'automatic packer', 'swing arm mechanism', 'air cylinder actuator', 'vertical shaft alignment']"
406726473,"['demoulding handle', 'hollow ring structure', 'welding rod design', 'temperature resistance', 'adhesive force optimization']"
406722314,"['digitalized antiaircraft gun', 'remote command center', 'gun controller', 'displacement sensor', 'operation efficiency']"
406864050,"['abrasion detection', 'punch press', 'contactor measurement', 'descent distance', 'gap calculation']"
406870216,"['assemblability improvement', 'planetary gear arrangement', 'annular assembling plate', 'transmission compactness', 'gear set positioning']"
406870238,"['multistage transmission', 'planetary gear mechanism', 'clutch-brake system', 'power distribution', 'compact design']"
406945689,"['rapid mounting', 'dismounting structure', 'rotor wing', 'connecting element', 'unmanned aerial vehicle']"
406946459,"['adjustable support pillar', 'telescopic sleeve', 'inclined plane', 'automatic box gluing', 'dual functionality']"
406928119,"['reinforced fastening', 'non-plane contact', 'stress concentration reduction', 'automatic centering', 'curved surface boss']"
406942501,"['burrs removal', 'slot cutter', 'aluminium alloy processing', 'cutting edge geometry', 'obtuse angle intersection']"
406941098,"['automatic blowdown', 'line filter', 'differential pressure sensing', 'micro measuring', 'backflushing mechanism']"
406934217,"['TD-LTE communication', 'AMR coding', 'packet header reduction', 'effective channel utilization', 'voice service implementation']"
406924079,"['seed counter', 'greapel wheel', 'elastic scraper', 'adjustable funnel', 'precision counting']"
406949136,"['pedal support', 'tower stereo garage', 'electric push rod', 'guide rail system', 'automatic leveling']"
406954115,"['fiber bragg grating', 'temperature compensation', 'diamond-shaped beam', 'vibration arm', 'sensitivity-enhancing groove']"
406957844,"['anti-snow photovoltaic', 'one-dimensional tracking', 'automatic telescoping', 'stroke adjustment', 'optimal incidence angle']"
406951481,"['pressure induction', 'notebook lifter', 'microprocessor control', 'automatic angle adjustment', 'heat dissipation enhancement']"
407089118,"['high-precision measuring', 'belt-push mechanism', 'adjustable beam', 'guide bar positioning', 'continuous measurement']"
407088856,"['temperature control', 'touch display', 'data storage', 'position detection', 'intelligent adjustment']"
407087899,"['automatic flame-out', 'oil depot safety', 'electromagnetic valve', 'underground drainage', 'fire-extinguishing tank']"
407085048,"['unmanned aerial vehicle', 'mooring system', 'power transmission', 'multi-rotor-wing', 'ground power supply']"
407082618,"['planet wheel assembly', 'stair-climbing wheelchair', 'seat balance mechanism', 'power-driven mobility', 'adaptive stair navigation']"
407083352,"['micro atomizer', 'handheld device', 'atomizing sheet', 'air suction synchronization', 'touch switch mechanism']"
407082574,"['surgical microscope stand', 'pivotable carrier arm', 'motorized drive', 'adjustable length', 'remote control']"
407084263,"['automatic deburring', 'power head assembly', 'work platform', 'inner hole brushing', 'plane brushing']"
407142388,"['low-altitude altimeter', 'unmanned aerial vehicle', 'illuminator sensor', 'angle determination', 'refined altitude measurement']"
407105488,"['winding glass cutting', 'micro line incision', 'roller adjustment', 'clamping device', 'cutting accuracy']"
407125956,"['folding wing UAV', 'four-bar mechanism', 'twist link control', 'gas spring actuation', 'pivot bearing']"
407109050,"['sizing block', 'U-shaped notch', 'V-shaped groove', 'blind holes', 'elastic support']"
407102078,"['pneumatic rotary column', 'manipulator positioning', 'swallow-tailed support', 'trapezoidal rotary column', 'dual plane tables']"
407101340,"['aluminum profile cutting', 'sliding cutting unit', 'elastic switch mechanism', 'automated positioning', 'dual motor control']"
407300983,"['numerical control lathe', 'spindle motor', 'variable speed cylinder', 'compact structure', 'automatic tool change']"
407302219,"['automatic clamping', 'pneumatic sliding', 'rotating transfer', 'continuous production', 'labor reduction']"
407286020,"['drilling depth tracking', 'real-time modeling', 'parameter detection', 'automatic relevance', 'linear fitting']"
407289904,"['automatic transmission', 'planetary gear', 'torque-transmitting device', 'hydraulic control', 'fluid passage']"
407219460,"['automated assembly', 'tubular structures', 'high-pressure gas deformation', 'remote construction', 'sensor-controlled discharge']"
407310182,"['energy storage indicator', 'watch mechanism', 'oscillating weight', 'rotational inertia control', 'compact design']"
407310159,"['infrared projection', 'dual imaging', 'light splitting component', 'interactive operation', 'focus adjustment']"
407344355,"['mobile phone analysis', 'unmanned aircraft', 'image recognition', 'pest disease database', 'GPS tracking']"
407307505,"['adjustable damping force', 'multi-cavity cylinder', 'piston damping hole', 'elastic piece interaction', 'vent hole alignment']"
407474069,"['intelligent response', 'call automation', 'client-server architecture', 'communication terminal', 'call filtering']"
407385003,"['automatic transmission', 'clutch system', 'planetary gear device', 'simplified manufacturing', 'brakeless design']"
407470478,"['solution concentration monitoring', 'floating ball sensor', 'micro-adjustment device', 'real-time display', 'adaptive environment']"
407468875,"['manual adjustment', 'retracting device', 'iron core', 'spring mechanism', 'positioning sheet']"
407454841,"['laser locating', 'automatic control', 'intelligent tractor', 'straight walking system', 'ditching operation']"
407451535,"['nano-material electrode', 'electrochemical sensing', 'digital micro-fluidic chip', 'integrated design', 'automated control']"
407454887,"['automatic control', 'handcart stabilization', 'rotary drum linkage', 'inserting rod mechanism', 'pull rope actuation']"
407422068,"['zero carbon power', 'airborne shading', 'solar reflection', 'greenhouse gas extraction', 'unmanned aerial vehicle']"
407449807,"['undersea ecology', 'fish reproduction', 'juvenile survival', 'plastic recycling', 'seaweed cultivation']"
407534482,"['hydrostatic transmission', 'complex planetary gear', 'automatic manual sub-gearshift', 'power synthesis', 'engine efficiency']"
407535307,"['data acquisition', 'automated analysis', 'fault rectification', 'maintenance adaptation', 'troubleshooting procedures']"
407532054,"['UAV image capture', 'real-time adjustment', 'target tracking', 'camera driver system', 'dynamic repositioning']"
407486389,"['laser distance measurement', 'ship traffic monitoring', 'inland waterway surveillance', 'real-time data analysis', 'serial port copying']"
407480960,"['vector thrust', 'unmanned aerial vehicle', 'spiral blade', 'maneuvering flight', 'high-attack-angle']"
407479375,"['automatic locating', 'reciprocating block', 'slope plane design', 'tension spring mechanism', 'synchronous location']"
407480790,"['double-planet wheel', 'active steering', 'electric power assist', 'transmission ratio control', 'electronic control unit']"
407647741,"['multifunctional wipe plate', 'cold-hot water storage', 'remote control cleaning', 'automatic operation', 'battery-powered system']"
407627729,"['3D virtual space', 'UAV flight control', 'graphical interface', 'user-defined boundary', 'interactive simulation']"
407637264,"['liquid feed dispenser', 'gas balancing pipe', 'automatic feeding control', 'sealing cover device', 'livestock feeding system']"
407652976,"['asphalt spreader', 'automatic control', 'variable pitch spiral', 'angle transducer', 'energy efficiency']"
407849913,"['automatic torque redistribution', 'planetary gear sets', 'hydraulic control valve', 'solenoid actuation', 'differential switching']"
407849917,"['automatic torque redistribution', 'planetary gear set', 'hydraulic control valve', 'electromagnet switch', 'twin step switch']"
407842727,"['microprocessor temperature controller', 'planetary gear box', 'friction clutch', 'free-wheel mechanism', 'thermal machine sensor']"
407657400,"['anti-collision mechanism', 'magnetic steel magnetizer', 'guiding pin rod', 'spring-loaded slider', 'rotor protection']"
407772461,"['amphibious UAV', 'buoyant fuselage', 'compartmentalized design', 'waterproof components', 'drainage system']"
407701384,"['10-speed transmission', 'planetary gear integration', 'selective connection', 'direct coupling', 'multi-gear arrangement']"
407701158,"['portable guitar practice', 'automatic chord trainer', 'LED feedback system', 'compact design', 'interactive learning']"
407689590,"['automatic ball supply', 'inclined surface mat', 'tee shot positioning', 'loading unit', 'swing feeder']"
407682459,"['roadable vehicle', 'NACA airfoil', 'surface-effect sensor', 'modular hull', 'adaptive wing']"
408568643,"['electrocardiogram fixing', 'waist belt', 'shoulder belt', 'buckle types', 'self-locking binding']"
408550722,"['sliding-mode control', 'unmanned aerial vehicle', 'affine nonlinear equations', 'robust controller', 'state original point']"
408550988,"['UAV cluster', 'cooperative tracking', 'wireless communication network', 'onboard sensor', 'potential field model']"
408549081,"['automatic filtering', 'winding-drum membrane', 'water sample monitor', 'synchronous motor drive', 'cone body filtration']"
408545793,"['inclination measurement', 'ranging sensor', 'circular cross-section', 'real-time monitoring', 'man-machine interface']"
408546221,"['ratchet wheel', 'interlocking plate', 'rocker arm mechanism', 'tension spring linkage', 'misopening prevention']"
408541715,"['automatic scrapping', 'planetary gear transmission', 'separation plate', 'rotating arm', 'efficiency improvement']"
408546489,"['self-exhausting', 'hydraulic prop', 'floating plug', 'anti-extrusion ring', 'O-shaped seal']"
408624877,"['emergency landing identification', 'flight-capable range', 'on-board processing', 'terrain elevation data', 'hostile-threat assessment']"
408617675,"['hydrogen airship', 'remote docking', 'propulsion energy', 'ancillary needs', 'unmanned aircraft']"
408617690,"['unmanned aircraft', 'thrust vectoring', 'dihedral braces', 'lateral control', 'electrical motors']"
408580511,"['automatic clamping', 'air cylinder mechanism', 'guiding bearing', 'lossless clamping', 'versatile workpiece handling']"
408698920,"['motion object recognition', 'multi-projective-plane', 'critical morphological characteristics', 'real-time monitoring', '3D model analysis']"
408716050,"['drum screening', 'conveyer belt angle', 'automatic loading', 'material processing', 'motor-driven conveyor']"
408716930,"['ladle cover', 'automatic loading', 'unloading device', 'hook mechanism', 'prong assembly']"
408709226,"['undersea ecology', 'fish reproductive rate', 'juvenile survival', 'plastic connecting rods', 'seaweed culture']"
408690661,"['electromagnetic induction heating', 'high-frequency pulse power', 'permeability magnetic mesh', 'infrared temperature control', 'automatic power adjustment']"
408904846,"['aircraft evacuation', 'automatic gripping', 'worm drive lift', 'trolley mechanism', 'helical rod actuation']"
408894991,"['electric field fire suppression', 'automated fire detection', 'high voltage electrode system', 'flame electromagnetic impact', 'non-contact fire protection']"
408853252,"['duplex scanning', 'inclined channel', 'normal line angle', 'height reduction', 'dual scanning module']"
408915393,"['geographical data acquisition', 'tandem missions', 'sensor calibration', 'aerial-terrestrial coordination', 'trajectory synchronization']"
409040849,"['automatic braking', 'control device', 'roller body', 'locking mechanism', 'safety use']"
409017160,"['submerged launch', 'UAV deployment', 'water surface sensor', 'nose cap release', 'launch mechanism']"
409109827,"['automatic spray', 'servo motor control', 'metal sensor', 'X-Y axis movement', 'uniform paint application']"
409086026,"['self-adaptive fixing', 'field-strength antenna', 'balance center', 'counterweight stabilization', 'posture adjustment']"
409081122,"['starter', 'planetary gear', 'volute spring', 'pressure reduction', 'clutch mechanism']"
409078052,"['automatic threading', 'electrophoresis preparation', 'vibrating disk', 'material tube notch', 'reshaping roller']"
409070292,"['photoelectric sensor', 'RGB detection', 'automatic unloading', 'lamp mud inspection', 'precision control']"
409053996,"['3D character verification', 'figure code block', 'random word string', 'network transmission', 'automated recognition prevention']"
409162202,"['optical scanning', 'contact sensor', 'glass cement', 'positioning groove', 'precision alignment']"
409160440,"['line feeding mechanism', 'synchronous pulley', 'servo motor control', 'double-head clamping jaw', 'automated cable processing']"
409154989,"['spectrum analyzer', 'light path design', 'special lens material', 'wavelength range', 'convergent parallel lens']"
409151605,"['constant flow control', 'air supply pressure', 'compressor speed', 'ECU feedback', 'automatic precision']"
409147608,"['automatic backwater', 'garbage removal', 'sealing cover', 'screwing mechanism', 'hand-holding portion']"
409139211,"['composite material knitting', 'digital control software', 'fiber threading mechanism', 'automated production', 'mechanical preparation']"
409136393,"['numerical control', 'boring-milling machine', 'tire mold', 'multi-axis positioning', 'automatic processing']"
409137972,"['stacking robot', 'planetary gear train', 'parallelogram mechanism', 'low gravity center', 'servomotor control']"
409126747,"['sugarcane feeding', 'conveyor belt', 'guide box', 'spoon mechanism', 'angle adjustment']"
409129132,"['spring-loaded bookends', 'horizontal push-pull rail', 'rotating book card', 'compact bookshelf design', 'automatic book organization']"
409353648,"['powder measuring', 'rotary control', 'quantitative container', 'servo motor integration', 'compact design']"
409352146,"['laser cutting head', 'automatic lens change', 'sliding way', 'coaxial alignment', 'sealed lens space']"
409194362,"['backward movement', 'hub housing', 'planetary gear', 'clutch mechanism', 'automatic transmission']"
409195364,"['autonomous driving', 'multi-scan radar', 'drivable route generation', 'CPU load reduction', 'slope calculation']"
409221931,"['automatic inspection', 'substrate appearance', 'evenly-scattering illuminant', 'Z-axis inking', 'XY-plane movement']"
409358813,"['brake displacement', 'unmanned delta wing', 'pull-wire encoder', 'DSP plate', 'real-time data collection']"
409371232,"['bee queen excluder', 'square round frame', 'automatic temperature control', 'arc-shaped plates', 'grid bar arrangement']"
409389283,"['self-exhausting', 'hydraulic support', 'floating plug', 'sealing mechanism', 'cavitation elimination']"
409384987,"['flexional scraper blade', 'telescopic conveyor', 'automatic walking', 'grain loading machine', 'adjustable conveying speed']"
409418129,"['automatic regulation', 'turbine engine control', 'variable pitch blades', 'two-position selector', 'idling mode']"
409418141,"['turbine health monitoring', 'high-pass filter', 'dual-duration filtering', 'amplitude threshold', 'in-flight diagnostics']"
409508618,"['automatic pipe handling', 'U-shaped copper pipe', 'vertical lifting mechanism', 'horizontal rotation', 'deformation prevention']"
409510611,"['variable-speed drive', 'permanent magnet group', 'planet gear mesh', 'automatic speed variation', 'reduced abrasion']"
409510685,"['soft-wing aerocraft', 'fog dispersal', 'autonomous navigation', 'antifogging agent', 'detection equipment']"
409511343,"['silicon positioning platform', '3-DOF motion', 'comb tooth actuator', 'displacement detection sensor', 'body silicon technology']"
409437923,"['solar-powered flight', 'extended duration', 'glancing angle optimization', 'unmanned aerial vehicle', 'compass stabilization']"
409504927,"['unmanned aerial pollinator', 'ducted fan system', 'wind redirection', 'airborne pollination efficiency', 'vertical-to-horizontal airflow']"
409517191,"['continuously variable transmission', 'front wheel drive', 'compact CVT design', 'compound planetary gear', 'automatic speed ratio']"
409554592,"['planet set', 'automatic gearbox', 'step-shaped pin hole', 'positioning pin', 'tolerance control']"
409548154,"['magnesium ball turnover', 'elastic bag limiting', 'steel shaft axle', 'balance weight', 'automated material handling']"
409545318,"['vertical letter', 'molding bed', 'separation plate', 'vibrator', 'bubble reduction']"
409520354,"['UAV control', 'embedded technology', 'Wi-Fi transmission', 'simulation system', 'multi-vehicle communication']"
409518548,"['optical element detection', 'precision motion platform', 'surface shape reconstruction', 'multi-pose measurement', 'high-precision angular instrument']"
409647033,"['automatic transmission', 'planetary gear integration', 'shift element configuration', 'multi-gear system', 'compact drive train']"
409645344,"['automatic doffing', 'pre-loosening mechanism', 'spring steel plate', 'plane cam', 'manipulator device']"
409614173,"['unmanned aerial vehicle', 'battery system', 'power generation', 'charging station', 'sensor data integration']"
409665319,"['liquid metering', 'water level sensor', 'automatic water addition', 'electromagnetic valve control', 'precision dosing']"
409714581,"['composite material', 'microstructure analysis', 'modulus computation', 'Poisson ratio', 'constituent properties']"
409673691,"['floating adsorption', 'hydraulic cylinder', 'automatic positioning', 'workpiece fixation', 'integrated machining']"
409673777,"['automatic location', 'elevator guide rail', 'manipulator support', 'electromagnetic disc', 'intelligent production']"
409677471,"['SMD taping machine', 'slide-down track', 'non-rotating suction head', 'compact design', 'independent carrier module']"
409676189,"['hydraulic torque converter', 'auxiliary planetary transmission', 'PLC control system', 'automatic transmission', 'torque increase']"
409705838,"['stealth technology', 'unmanned aerial vehicle', 'torque translation', 'minimal acoustic signature', 'ground movement enhancement']"
409698961,"['mooring system', 'rigid body design', 'self-closing latch', 'vertical motion hinge', 'anti-theft lock']"
409703658,"['automatic inflation', 'plastic cushion', 'pressure gas source', 'clamping jaw', 'heat welding']"
409683295,"['steel wire rope', 'automatic assistor', 'wedge-shaped block', 'tensioning screw', 'fastening screw supports']"
409670005,"['handheld atomizer', 'atomizing piece', 'guide spraying pipe', 'quantifying device', 'trigger switch']"
409669723,"['stethoscope sterilization', 'heat-conducting layer', 'insulating enclosure', 'battery-powered heating', 'ultraviolet disinfection']"
409756658,"['unmanned aerial vehicle', 'real-time imaging', 'smart eyeglasses interface', 'offshore monitoring', 'automatic direction adjustment']"
409760662,"['P-factor compensation', 'throttle control', 'attack angle measurement', 'airspeed integration', 'rudder rotation']"
409871578,"['profiling earthing', 'pressing wheels', 'inclined grooves', 'reset springs', 'automatic profiling']"
409884222,"['film clamping', 'packaging efficiency', 'four-bar mechanism', 'automated packaging', 'pipe sleeve']"
409878858,"['automatic cleaning', 'rail-mounted system', 'micro motor drive', 'cleaning roller brush', 'travel switch control']"
409879732,"['energy-saving', 'continuous cast tundish', 'self-air-distribution', 'burner', 'gas mixing']"
409860438,"['automatic lubrication', 'vertical column protection', 'hydraulic oil injection', 'sealing ring technology', 'energy-saving mechanism']"
410041170,"['planetary gear mechanism', 'clutch-brake system', 'transmission efficiency', 'dual performance optimization', 'interconnected gear sets']"
409984625,"['friction reduction', 'electromotor integration', 'wheel rotation control', 'landing system', 'energy regeneration']"
410059322,"['unmanned aerial vehicle', 'lithium ion battery', 'rotating wing', 'navigation radar', 'cargo hold']"
410058128,"['clamping mechanism', 'ejecting mechanism', 'spring guide rod', 'inclined plane interface', 'precision clamping']"
410087465,"['venturi tube', 'transmission shaft', 'rotation hair brush', 'rectification plate', 'planet gear mechanism']"
410075156,"['intracardiac imaging', 'electrode visualization', 'echocardiography', 'tissue modeling', 'automatic segmentation']"
410082375,"['pancake folding', 'transmission shaft', 'automatic processing', 'efficiency improvement', 'perpendicular arrangement']"
410065310,"['spline clutch', 'planetary reducer', 'automatic centering', 'load distribution', 'shock resistance']"
410181157,"['image processing', 'multi-core processor', 'automobile-speed collection', 'collision avoidance', 'transportation safety']"
410102721,"['slag sampling', 'U-shaped frame', 'movable sampling plate', 'automatic conveyance', 'cooling efficiency']"
410217123,"['rotating clamping head', 'central hole processing', 'linkage piece', 'tensioning groove', 'mounting plane']"
410231908,"['liquid crystal display', 'sensor integration', 'automatic calibration', 'remote management', 'professional imaging']"
410220321,"['aviation working ladder', 'automatic navigation', 'anti-collision device', 'multipurpose tool', 'production efficiency']"
410218580,"['aerostatic press', 'automatic demoulding', 'square fixed mould', 'symmetric pressing', 'packing box quality']"
410286161,"['temperature control', 'lifting gas', 'airship lift', 'pitch roll adjustment', 'fuel efficiency']"
410389946,"['face recognition', 'attitude detection', 'automatic focusing', '3D rotation angles', 'feature extraction']"
410382040,"['rubber dam', 'watercourse storage', 'biological hanging film', 'staggered distribution', 'water purification']"
410375902,"['multifunctional emergency vehicle', 'LED screen display', 'unmanned aerial vehicle integration', 'marine satellite communication', 'anti-seismic seating design']"
410371363,"['imaging plane determination', 'percutaneous intervention visualization', 'trajectory-based imaging', 'reference coordinate system', 'orthogonal plane arrangement']"
410369363,"['LED illumination', 'trapezoidal coop', 'hen house layout', 'light intensity control', 'automated poultry management']"
410369466,"['agricultural UAV', 'pesticide feeding', 'weighing unit', 'mobile operation', 'dosage control']"
410360254,"['rail joint conductivity', 'multicore conductor', 'lug welding', 'antirust coating', 'omega-shaped conductor']"
410394848,"['regular expression matching', 'two-level storage', 'automatic machine', 'steady state vector', 'state identification']"
410412969,"['steering wheel safety', 'collapsible design', 'pressure-sensitive control', 'semi-circular body', 'hinged structure']"
410430140,"['unmanned aerial launch', 'lighter-than-air envelope', 'submerged vehicle deployment', 'coupling mechanism', 'autonomous release']"
410434250,"['spinal extension', 'automatic gravity bed', 'lumbar rest', 'parallel-link motion', 'adjustable crank arms']"
410434773,"['emergency release', 'door assembly', 'aircraft escape exit', 'unlocking handle', 'hinge mechanism']"
410414394,"['circuit board clamping', 'automated conveying', 'precision alignment', 'motor-driven wheels', 'press cutter mechanism']"
410466249,"['imaging plane determination', 'percutaneous intervention visualization', 'trajectory-based imaging', 'reference coordinate system', 'orthogonal imaging planes']"
410618494,"['early warning system', 'rare earth extraction', 'pneumatic ball valve', 'magnetic pump', 'PLC control']"
410614191,"['high-speed spindle', 'multiple output heads', 'electric spindle unit', 'cutter efficiency', 'integrated machining']"
410616425,"['rubber roller', 'seal labeling', 'edge curling device', 'label guiding groove', 'automatic label placement']"
410597859,"['CMOS image sensor', 'distance identification', 'automatic focus', 'angle measurement', 'user experience improvement']"
410593015,"['chip identification', 'thermal insulation antimagnetic', 'wireless radio-frequency', 'remote data transmission', 'petroleum drilling tool']"
410587342,"['high gear count transmission', 'friction reduction', 'planetary gear mechanism', 'clutch-brake system', 'rotational element coupling']"
410587358,"['friction drive reduction', 'automatic pressing', 'load twisting force', 'multi-step threads', 'tension spring']"
410590036,"['yellowing resistance', 'sample illumination', 'concentric circle arrangement', 'thermal stability', 'light exposure test']"
410726526,"['aircraft identification', 'docking guidance', 'laser beam technology', 'precision landing', 'automated navigation']"
410723151,"['friction drive', 'speed reduction', 'compression ring', 'planetary wheel', 'load torque adjustment']"
410895431,"['milling path generation', 'CAM system', 'web surface processing', 'automatic toolpath', 'batch processing']"
410807163,"['lens antenna', 'electronic beam steering', 'high directivity', 'horn antenna elements', 'optimized geometry']"
410878593,"['parametric geometry', 'UAV flight path', '3D GUI', 'virtual coordinate system', 'payload activity scheduling']"
410883572,"['tenosynovitis self-cure', 'planet gear massage', 'vibration therapy', 'adaptive intensity', 'portable device']"
410853685,"['planetary transmission', 'automatic gear shift', 'multiple forward gears', 'selective engagement', 'shifting elements']"
410847217,"['electronic tracking', 'ordnance deployment', 'real-time data', 'projectile telemetry', 'remote monitoring']"
410997749,"['miniature torpedo', 'flammable elements', 'combustion temperature', 'unmanned aerial vehicle', 'attachment assembly']"
410951877,"['planetary gear mechanism', 'clutch-brake system', 'multi-gear transmission', 'interconnected carriers', 'automatic shifting']"
410951885,"['planetary gear mechanism', 'clutch brake system', 'multi-speed transmission', 'interconnected gears', 'automatic shift capability']"
410941715,"['automatic landing', 'phase modulation', 'harmonic filtering', 'sync detection', 'aircraft navigation']"
410918997,"['autonomous emergency light', 'LED illumination', 'capacitor storage', 'control logic', 'multi-state operation']"
411058390,"['hydraulic automatic transmission', 'electronic control', 'planetary gear train', 'hydraulic retarder', 'sensor integration']"
411054634,"['transparent aircraft', 'automatic light supplementing', 'optical channel design', 'shadow elimination', 'low-altitude scouting']"
411014458,"['planetary gear mechanism', 'clutch engagement', 'brake release', 'transmission efficiency', 'connection element']"
411014480,"['planetary gear mechanism', 'clutch brake system', 'transmission efficiency', 'connection element', 'multi-gear position']"
411051816,"['roll ring centering', 'expanding positioning ring', 'conical surface mating', 'automatic positioning', 'double-roll crusher']"
411052138,"['micro-tension loop', 'rotating wheels', 'cold-rolling mills', 'tension-free rolling', 'speed adjustment']"
411040011,"['UAV image correction', 'error compensation', 'geometric distortion', 'remote sensing', 'automation']"
411038415,"['signal direction estimation', 'incoherent-coherent separation', 'oblique projection', 'eigenvalue decomposition', 'alternating iterative algorithm']"
411193675,"['battery polar plate', 'partition plate forming', 'gradual pushing conveyance', 'guide track connector', 'double-axis cylinder']"
411179603,"['grinding ball separator', 'isosceles-trapezoid screen', 'adjustable angle', 'labor-saving design', 'flexible replacement']"
411176651,"['circular hair drier', 'semicircular ring design', 'slingshot power line', 'base cavity', 'heating wire placement']"
